Date,PVPower, Home_av_pw 2, time, day,
1/1/2017  01:00,0,445.711365, 01:00,1,17
1/1/2017  02:00,0,403.277008, 02:00,1,17
1/1/2017  03:00,0,428.326965, 03:00,1,17
1/1/2017  04:00,0,396.58493, 04:00,1,17
1/1/2017  05:00,0,362.66806, 05:00,1,17
1/1/2017  06:00,0,415.424744, 06:00,1,17
1/1/2017  07:00,0,515.139893, 07:00,1,17
1/1/2017  08:00,0,689.98645, 08:00,1,17
1/1/2017  09:00,0,586.284241, 09:00,1,17
1/1/2017  10:00,0,631.796509, 10:00,1,17
1/1/2017  11:00,268.748108,731.820801, 11:00,1,17
1/1/2017  12:00,568.274536,1101.668213, 12:00,1,17
1/1/2017  13:00,190.845718,494.796753, 13:00,1,17
1/1/2017  14:00,401.486816,581.024048, 14:00,1,17
1/1/2017  15:00,100.570488,914.06665, 15:00,1,17
1/1/2017  16:00,0,648.372498, 16:00,1,17
1/1/2017  16:59,0,488.884705, 16:59,1,17
1/1/2017  17:59,0,524.650574, 17:59,1,17
1/1/2017  18:59,0,577.431763, 18:59,1,17
1/1/2017  19:59,0,537.003418, 19:59,1,17
1/1/2017  20:59,0,676.027222, 20:59,1,17
1/1/2017  21:59,0,654.226563, 21:59,1,17
1/1/2017  22:59,0,728.245728, 22:59,1,17
1/1/2017  23:59,0,369.742523, 23:59,1,17
1/2/2017  00:59,0,398.365021, 00:59,2,17
1/2/2017  01:59,0,313.038513, 01:59,2,17
1/2/2017  02:59,0,409.716431, 02:59,2,17
1/2/2017  03:59,0,404.106537, 03:59,2,17
1/2/2017  04:59,0,348.803284, 04:59,2,17
1/2/2017  05:59,0,362.267395, 05:59,2,17
1/2/2017  06:59,0,368.376648, 06:59,2,17
1/2/2017  07:59,0,1014.914978, 07:59,2,17
1/2/2017  08:59,0,528.577026, 08:59,2,17
1/2/2017  09:59,0,627.218994, 09:59,2,17
1/2/2017  10:59,160.865128,579.719421, 10:59,2,17
1/2/2017  11:59,320.143524,677.752136, 11:59,2,17
1/2/2017  12:59,359.649933,675.444885, 12:59,2,17
1/2/2017  13:59,594.201599,476.81427, 13:59,2,17
1/2/2017  14:59,833.155151,413.187073, 14:59,2,17
1/2/2017  15:59,114.662193,422.193665, 15:59,2,17
1/2/2017  16:59,0,456.56311, 16:59,2,17
1/2/2017  17:59,0,587.443787, 17:59,2,17
1/2/2017  18:59,0,595.064758, 18:59,2,17
1/2/2017  19:59,0,500.468689, 19:59,2,17
1/2/2017  20:59,0,506.250153, 20:59,2,17
1/2/2017  21:59,0,713.216797, 21:59,2,17
1/2/2017  22:59,0,550.220947, 22:59,2,17
1/2/2017  23:59,0,495.179138, 23:59,2,17
1/3/2017  00:59,0,503.887695, 00:59,3,17
1/3/2017  01:59,0,397.133118, 01:59,3,17
1/3/2017  02:59,0,396.503784, 02:59,3,17
1/3/2017  03:59,0,343.126587, 03:59,3,17
1/3/2017  04:59,0,348.441193, 04:59,3,17
1/3/2017  05:59,0,419.967499, 05:59,3,17
1/3/2017  06:59,0,358.807983, 06:59,3,17
1/3/2017  07:59,0,406.049408, 07:59,3,17
1/3/2017  08:59,0,357.192291, 08:59,3,17
1/3/2017  09:59,28.677145,425.722595, 09:59,3,17
1/3/2017  10:59,12.646022,814.254089, 10:59,3,17
1/3/2017  11:59,329.13797,940.739563, 11:59,3,17
1/3/2017  12:59,27.207376,431.628113, 12:59,3,17
1/3/2017  13:59,278.112396,331.436432, 13:59,3,17
1/3/2017  14:59,437.512238,607.36322, 14:59,3,17
1/3/2017  15:59,0,1832.357422, 15:59,3,17
1/3/2017  16:59,0,2013.774048, 16:59,3,17
1/3/2017  17:59,0,1764.177002, 17:59,3,17
1/3/2017  18:59,0,911.944519, 18:59,3,17
1/3/2017  19:59,0,779.014709, 19:59,3,17
1/3/2017  20:59,0,792.782166, 20:59,3,17
1/3/2017  21:59,0,793.759827, 21:59,3,17
1/3/2017  22:59,0,573.109192, 22:59,3,17
1/3/2017  23:59,0,427.156464, 23:59,3,17
1/4/2017  00:59,0,574.122681, 00:59,4,17
1/4/2017  01:59,0,372.842163, 01:59,4,17
1/4/2017  02:59,0,418.055328, 02:59,4,17
1/4/2017  03:59,0,449.804565, 03:59,4,17
1/4/2017  04:59,0,343.731812, 04:59,4,17
1/4/2017  05:59,0,476.702209, 05:59,4,17
1/4/2017  06:59,0,446.527802, 06:59,4,17
1/4/2017  07:59,0,1186.952759, 07:59,4,17
1/4/2017  08:59,0,1236.526611, 08:59,4,17
1/4/2017  09:59,0,457.572113, 09:59,4,17
1/4/2017  10:59,0,562.66394, 10:59,4,17
1/4/2017  11:59,0,364.314911, 11:59,4,17
1/4/2017  12:59,0,431.867126, 12:59,4,17
1/4/2017  13:59,0,454.432465, 13:59,4,17
1/4/2017  14:59,0,786.381226, 14:59,4,17
1/4/2017  15:59,0,1233.295654, 15:59,4,17
1/4/2017  16:59,0,1829.423828, 16:59,4,17
1/4/2017  17:59,0,2112.679932, 17:59,4,17
1/4/2017  18:59,0,2107.838135, 18:59,4,17
1/4/2017  19:59,0,1845.536499, 19:59,4,17
1/4/2017  20:59,0,773.442627, 20:59,4,17
1/4/2017  21:59,0,504.066315, 21:59,4,17
1/4/2017  22:59,0,721.639038, 22:59,4,17
1/4/2017  23:59,0,552.733093, 23:59,4,17
1/5/2017  00:59,0,576.81012, 00:59,5,17
1/5/2017  01:59,0,544.691223, 01:59,5,17
1/5/2017  02:59,0,533.540771, 02:59,5,17
1/5/2017  03:59,0,586.342346, 03:59,5,17
1/5/2017  04:59,0,584.173828, 04:59,5,17
1/5/2017  05:59,0,504.599792, 05:59,5,17
1/5/2017  06:59,0,945.974304, 06:59,5,17
1/5/2017  07:59,0,434.03717, 07:59,5,17
1/5/2017  08:59,0,425.576324, 08:59,5,17
1/5/2017  09:59,0,554.013, 09:59,5,17
1/5/2017  10:59,0,449.36795, 10:59,5,17
1/5/2017  11:59,0,385.621307, 11:59,5,17
1/5/2017  12:59,0,1622.325073, 12:59,5,17
1/5/2017  13:59,0,1812.334351, 13:59,5,17
1/5/2017  14:59,0,1844.753784, 14:59,5,17
1/5/2017  15:59,0,873.363037, 15:59,5,17
1/5/2017  16:59,0,448.438385, 16:59,5,17
1/5/2017  17:59,0,729.950134, 17:59,5,17
1/5/2017  18:59,0,1330.707642, 18:59,5,17
1/5/2017  19:59,0,632.522339, 19:59,5,17
1/5/2017  20:59,0,718.453552, 20:59,5,17
1/5/2017  21:59,0,809.356812, 21:59,5,17
1/5/2017  22:59,0,653.437561, 22:59,5,17
1/5/2017  23:59,0,733.761108, 23:59,5,17
1/6/2017  00:59,0,640.977661, 00:59,6,17
1/6/2017  01:59,0,562.607788, 01:59,6,17
1/6/2017  02:59,0,548.116272, 02:59,6,17
1/6/2017  03:59,0,514.703796, 03:59,6,17
1/6/2017  04:59,0,454.79837, 04:59,6,17
1/6/2017  05:59,0,467.331818, 05:59,6,17
1/6/2017  06:59,0,458.37561, 06:59,6,17
1/6/2017  07:59,0,491.823303, 07:59,6,17
1/6/2017  08:59,0,602.172058, 08:59,6,17
1/6/2017  09:59,0,559.882935, 09:59,6,17
1/6/2017  10:59,0,604.97467, 10:59,6,17
1/6/2017  11:59,0,941.160522, 11:59,6,17
1/6/2017  12:59,0,468.431458, 12:59,6,17
1/6/2017  13:59,0,424.799683, 13:59,6,17
1/6/2017  14:59,0,406.413635, 14:59,6,17
1/6/2017  15:59,0,1411.552612, 15:59,6,17
1/6/2017  16:59,0,1918.178223, 16:59,6,17
1/6/2017  17:59,0,1766.767334, 17:59,6,17
1/6/2017  18:59,0,825.834656, 18:59,6,17
1/6/2017  19:59,0,727.294922, 19:59,6,17
1/6/2017  20:59,0,552.34967, 20:59,6,17
1/6/2017  21:59,0,639.386963, 21:59,6,17
1/6/2017  22:59,0,553.304688, 22:59,6,17
1/6/2017  23:59,0,470.414612, 23:59,6,17
1/7/2017  00:59,0,438.971588, 00:59,7,17
1/7/2017  01:59,0,459.438141, 01:59,7,17
1/7/2017  02:59,0,459.570679, 02:59,7,17
1/7/2017  03:59,0,569.995667, 03:59,7,17
1/7/2017  04:59,0,586.963501, 04:59,7,17
1/7/2017  05:59,0,632.012634, 05:59,7,17
1/7/2017  06:59,0,757.121399, 06:59,7,17
1/7/2017  07:59,0,697.917847, 07:59,7,17
1/7/2017  08:59,0,918.823975, 08:59,7,17
1/7/2017  09:59,0,712.830383, 09:59,7,17
1/7/2017  10:59,0,593.542908, 10:59,7,17
1/7/2017  11:59,0,603.511719, 11:59,7,17
1/7/2017  12:59,0,601.886902, 12:59,7,17
1/7/2017  13:59,0,688.925354, 13:59,7,17
1/7/2017  14:59,0,552.185181, 14:59,7,17
1/7/2017  15:59,0,708.8125, 15:59,7,17
1/7/2017  16:59,0,1446.381958, 16:59,7,17
1/7/2017  17:59,0,797.001099, 17:59,7,17
1/7/2017  18:59,0,749.348511, 18:59,7,17
1/7/2017  19:59,0,667.136841, 19:59,7,17
1/7/2017  20:59,0,760.533752, 20:59,7,17
1/7/2017  21:59,0,761.182678, 21:59,7,17
1/7/2017  22:59,0,726.302795, 22:59,7,17
1/7/2017  23:59,0,754.169373, 23:59,7,17
1/8/2017  00:59,0,740.383667, 00:59,8,17
1/8/2017  01:59,0,583.332947, 01:59,8,17
1/8/2017  02:59,0,488.88089, 02:59,8,17
1/8/2017  03:59,0,464.425018, 03:59,8,17
1/8/2017  04:59,0,428.287598, 04:59,8,17
1/8/2017  05:59,0,417.56955, 05:59,8,17
1/8/2017  06:59,0,592.42395, 06:59,8,17
1/8/2017  07:59,0,608.781128, 07:59,8,17
1/8/2017  08:59,0,610.128967, 08:59,8,17
1/8/2017  09:59,0,688.281006, 09:59,8,17
1/8/2017  10:59,0,614.634094, 10:59,8,17
1/8/2017  11:59,0,1234.100464, 11:59,8,17
1/8/2017  12:59,0,643.097717, 12:59,8,17
1/8/2017  13:59,0,393.667175, 13:59,8,17
1/8/2017  14:59,0,475.533752, 14:59,8,17
1/8/2017  15:59,0,644.000366, 15:59,8,17
1/8/2017  17:00,0,825.13678, 17:00,8,17
1/8/2017  18:00,0,776.440063, 18:00,8,17
1/8/2017  19:00,0,753.363281, 19:00,8,17
1/8/2017  20:00,0,628.857422, 20:00,8,17
1/8/2017  21:00,0,492.84964, 21:00,8,17
1/8/2017  22:00,0,541.149841, 22:00,8,17
1/8/2017  23:00,0,447.648499, 23:00,8,17
1/9/2017  00:00,0,430.426636, 00:00,9,17
1/9/2017  01:00,0,371.837311, 01:00,9,17
1/9/2017  02:00,0,365.41925, 02:00,9,17
1/9/2017  03:00,0,292.892517, 03:00,9,17
1/9/2017  04:00,0,361.788513, 04:00,9,17
1/9/2017  05:00,0,329.535339, 05:00,9,17
1/9/2017  06:00,0,366.035095, 06:00,9,17
1/9/2017  07:00,0,325.988739, 07:00,9,17
1/9/2017  08:00,0,451.483002, 08:00,9,17
1/9/2017  09:00,0,440.885773, 09:00,9,17
1/9/2017  10:00,0,372.262268, 10:00,9,17
1/9/2017  11:00,0,1086.227173, 11:00,9,17
1/9/2017  12:00,0,348.94339, 12:00,9,17
1/9/2017  13:00,0,254.444565, 13:00,9,17
1/9/2017  14:00,0,916.536072, 14:00,9,17
1/9/2017  15:00,0,608.715576, 15:00,9,17
1/9/2017  16:00,0,476.316895, 16:00,9,17
1/9/2017  17:00,0,535.591919, 17:00,9,17
1/9/2017  18:00,0,721.212219, 18:00,9,17
1/9/2017  19:00,0,1568.116821, 19:00,9,17
1/9/2017  20:00,0,1795.334473, 20:00,9,17
1/9/2017  21:00,0,1832.411255, 21:00,9,17
1/9/2017  22:00,0,1070.132935, 22:00,9,17
1/9/2017  23:00,0,597.986877, 23:00,9,17
1/10/2017  00:00,0,478.847229, 00:00,10,17
1/10/2017  01:00,0,439.986053, 01:00,10,17
1/10/2017  02:00,0,439.753632, 02:00,10,17
1/10/2017  03:00,0,461.716187, 03:00,10,17
1/10/2017  04:00,0,394.584412, 04:00,10,17
1/10/2017  05:00,0,364.087494, 05:00,10,17
1/10/2017  06:00,0,338.803436, 06:00,10,17
1/10/2017  07:00,0,424.295929, 07:00,10,17
1/10/2017  08:00,0,396.275696, 08:00,10,17
1/10/2017  09:00,0,405.967468, 09:00,10,17
1/10/2017  10:00,0,441.616058, 10:00,10,17
1/10/2017  11:00,101.209152,392.383331, 11:00,10,17
1/10/2017  12:00,103.568283,286.46524, 12:00,10,17
1/10/2017  13:00,95.62072,403.916321, 13:00,10,17
1/10/2017  14:00,215.945099,323.410095, 14:00,10,17
1/10/2017  15:00,89.526581,466.749725, 15:00,10,17
1/10/2017  16:00,0,1893.38855, 16:00,10,17
1/10/2017  17:00,0,1982.567993, 17:00,10,17
1/10/2017  18:00,0,718.232117, 18:00,10,17
1/10/2017  19:00,0,1627.911499, 19:00,10,17
1/10/2017  20:00,0,1737.480591, 20:00,10,17
1/10/2017  21:00,0,467.091309, 21:00,10,17
1/10/2017  22:00,0,585.678589, 22:00,10,17
1/10/2017  23:00,0,563.077698, 23:00,10,17
1/11/2017  00:00,0,423.391083, 00:00,11,17
1/11/2017  01:00,0,436.927521, 01:00,11,17
1/11/2017  02:00,0,320.807068, 02:00,11,17
1/11/2017  03:00,0,366.981262, 03:00,11,17
1/11/2017  04:00,0,333.997925, 04:00,11,17
1/11/2017  05:00,0,345.946472, 05:00,11,17
1/11/2017  06:00,0,307.586426, 06:00,11,17
1/11/2017  07:00,0,352.583038, 07:00,11,17
1/11/2017  08:00,0,379.081512, 08:00,11,17
1/11/2017  09:00,0,512.181641, 09:00,11,17
1/11/2017  10:00,0,302.515137, 10:00,11,17
1/11/2017  11:00,0,343.036957, 11:00,11,17
1/11/2017  12:00,0,1351.9646, 12:00,11,17
1/11/2017  13:00,0,1349.813721, 13:00,11,17
1/11/2017  14:00,0,290.349915, 14:00,11,17
1/11/2017  15:00,0,595.493774, 15:00,11,17
1/11/2017  16:00,0,1898.334473, 16:00,11,17
1/11/2017  17:00,0,1891.922485, 17:00,11,17
1/11/2017  18:00,0,1689.608154, 18:00,11,17
1/11/2017  19:00,0,887.461304, 19:00,11,17
1/11/2017  20:00,0,475.103027, 20:00,11,17
1/11/2017  21:00,0,252.675995, 21:00,11,17
1/11/2017  22:00,0,353.865631, 22:00,11,17
1/11/2017  23:00,0,467.022522, 23:00,11,17
1/12/2017  00:00,0,470.864532, 00:00,12,17
1/12/2017  01:00,0,346.808319, 01:00,12,17
1/12/2017  02:00,0,341.951965, 02:00,12,17
1/12/2017  03:00,0,364.416534, 03:00,12,17
1/12/2017  04:00,0,342.18689, 04:00,12,17
1/12/2017  05:00,0,362.255981, 05:00,12,17
1/12/2017  06:00,0,345.628693, 06:00,12,17
1/12/2017  07:00,0,370.607727, 07:00,12,17
1/12/2017  08:00,0,332.66095, 08:00,12,17
1/12/2017  09:00,0,406.961456, 09:00,12,17
1/12/2017  10:00,0,429.996857, 10:00,12,17
1/12/2017  11:00,0,422.032867, 11:00,12,17
1/12/2017  12:00,0,341.342377, 12:00,12,17
1/12/2017  13:00,0,309.77005, 13:00,12,17
1/12/2017  14:00,0,357.582672, 14:00,12,17
1/12/2017  14:59,10.432585,796.261292, 14:59,12,17
1/12/2017  15:59,97.968597,2201.80542, 15:59,12,17
1/12/2017  16:59,0,1883.711548, 16:59,12,17
1/12/2017  17:59,0,887.00061, 17:59,12,17
1/12/2017  18:59,0,900.7547, 18:59,12,17
1/12/2017  19:59,0,553.678345, 19:59,12,17
1/12/2017  20:59,0,510.706482, 20:59,12,17
1/12/2017  21:59,0,588.732605, 21:59,12,17
1/12/2017  22:59,0,609.489441, 22:59,12,17
1/12/2017  23:59,0,386.876984, 23:59,12,17
1/13/2017  00:59,0,358.392487, 00:59,13,17
1/13/2017  01:59,0,398.231659, 01:59,13,17
1/13/2017  02:59,0,388.930695, 02:59,13,17
1/13/2017  03:59,0,367.132904, 03:59,13,17
1/13/2017  04:59,0,435.834442, 04:59,13,17
1/13/2017  05:59,0,445.483215, 05:59,13,17
1/13/2017  06:59,0,349.437408, 06:59,13,17
1/13/2017  07:59,0,284.797913, 07:59,13,17
1/13/2017  08:59,0,322.09726, 08:59,13,17
1/13/2017  09:59,0,248.286713, 09:59,13,17
1/13/2017  10:59,186.325272,384.008392, 10:59,13,17
1/13/2017  11:59,295.729279,283.85556, 11:59,13,17
1/13/2017  12:59,914.842957,259.292358, 12:59,13,17
1/13/2017  13:59,546.335938,330.829895, 13:59,13,17
1/13/2017  15:00,640.172058,407.874573, 15:00,13,17
1/13/2017  16:00,33.30468,477.613739, 16:00,13,17
1/13/2017  17:00,18.877542,485.755249, 17:00,13,17
1/13/2017  18:00,0,885.909729, 18:00,13,17
1/13/2017  19:00,0,748.591736, 19:00,13,17
1/13/2017  20:00,0,1652.145264, 20:00,13,17
1/13/2017  21:00,0,1743.364014, 21:00,13,17
1/13/2017  22:00,0,1331.257446, 22:00,13,17
1/13/2017  23:00,0,399.197266, 23:00,13,17
1/14/2017  00:00,0,392.279266, 00:00,14,17
1/14/2017  01:00,0,352.025848, 01:00,14,17
1/14/2017  02:00,0,293.11438, 02:00,14,17
1/14/2017  03:00,0,341.021851, 03:00,14,17
1/14/2017  04:00,0,337.169464, 04:00,14,17
1/14/2017  05:00,0,326.683136, 05:00,14,17
1/14/2017  06:00,0,322.233765, 06:00,14,17
1/14/2017  07:00,0,445.266388, 07:00,14,17
1/14/2017  08:00,0,586.155945, 08:00,14,17
1/14/2017  09:00,0,545.732727, 09:00,14,17
1/14/2017  10:00,259.475006,642.028076, 10:00,14,17
1/14/2017  11:00,893.617432,427.97052, 11:00,14,17
1/14/2017  12:00,1030.703003,288.479645, 12:00,14,17
1/14/2017  13:00,1067.576782,378.685547, 13:00,14,17
1/14/2017  14:00,1084.668701,351.188538, 14:00,14,17
1/14/2017  15:00,599.165955,1613.673462, 15:00,14,17
1/14/2017  16:00,313.505219,649.792114, 16:00,14,17
1/14/2017  17:00,2.288468,626.514893, 17:00,14,17
1/14/2017  18:00,0,451.349457, 18:00,14,17
1/14/2017  19:00,0,1568.932983, 19:00,14,17
1/14/2017  20:00,0,1273.519653, 20:00,14,17
1/14/2017  21:00,0,417.868011, 21:00,14,17
1/14/2017  22:00,0,505.337769, 22:00,14,17
1/14/2017  23:00,0,425.597809, 23:00,14,17
1/15/2017  00:00,0,344.223511, 00:00,15,17
1/15/2017  01:00,0,425.636017, 01:00,15,17
1/15/2017  02:00,0,413.901489, 02:00,15,17
1/15/2017  03:00,0,369.420563, 03:00,15,17
1/15/2017  04:00,0,396.298981, 04:00,15,17
1/15/2017  05:00,0,351.802551, 05:00,15,17
1/15/2017  06:00,0,348.421204, 06:00,15,17
1/15/2017  07:00,0,563.401672, 07:00,15,17
1/15/2017  08:00,0,559.093079, 08:00,15,17
1/15/2017  09:00,0,537.98938, 09:00,15,17
1/15/2017  10:00,131.205902,700.03595, 10:00,15,17
1/15/2017  11:00,809.546265,377.859222, 11:00,15,17
1/15/2017  12:00,935.085205,242.465591, 12:00,15,17
1/15/2017  13:00,1081.098389,463.856659, 13:00,15,17
1/15/2017  14:00,888.507629,351.454193, 14:00,15,17
1/15/2017  15:00,621.270935,334.077271, 15:00,15,17
1/15/2017  16:00,263.600067,420.198792, 16:00,15,17
1/15/2017  17:00,16.545,384.874237, 17:00,15,17
1/15/2017  18:00,0,496.815308, 18:00,15,17
1/15/2017  19:00,0,609.780823, 19:00,15,17
1/15/2017  20:00,0,587.585693, 20:00,15,17
1/15/2017  21:00,0,619.598999, 21:00,15,17
1/15/2017  22:00,0,733.551147, 22:00,15,17
1/15/2017  23:00,0,611.900452, 23:00,15,17
1/16/2017  00:00,0,439.282776, 00:00,16,17
1/16/2017  01:00,0,461.008087, 01:00,16,17
1/16/2017  02:00,0,370.112946, 02:00,16,17
1/16/2017  03:00,0,391.046112, 03:00,16,17
1/16/2017  04:00,0,417.490814, 04:00,16,17
1/16/2017  05:00,0,427.046204, 05:00,16,17
1/16/2017  06:00,0,509.172821, 06:00,16,17
1/16/2017  07:00,0,437.991577, 07:00,16,17
1/16/2017  08:00,0,464.236786, 08:00,16,17
1/16/2017  09:00,0,517.445007, 09:00,16,17
1/16/2017  10:00,252.31134,1075.681885, 10:00,16,17
1/16/2017  11:00,1002.527649,696.653625, 11:00,16,17
1/16/2017  12:00,1148.614502,486.931915, 12:00,16,17
1/16/2017  13:00,1091.233887,374.417389, 13:00,16,17
1/16/2017  14:00,1089.994263,327.93219, 14:00,16,17
1/16/2017  15:00,646.800415,625.091125, 15:00,16,17
1/16/2017  16:00,289.117737,1864.492554, 16:00,16,17
1/16/2017  17:00,23.822943,1876.711182, 17:00,16,17
1/16/2017  18:00,0,1742.356812, 18:00,16,17
1/16/2017  19:00,0,859.186157, 19:00,16,17
1/16/2017  20:00,0,830.542236, 20:00,16,17
1/16/2017  21:00,0,576.894592, 21:00,16,17
1/16/2017  22:00,0,652.366028, 22:00,16,17
1/16/2017  23:00,0,690.445007, 23:00,16,17
1/17/2017  00:00,0,454.419922, 00:00,17,17
1/17/2017  01:00,0,522.477112, 01:00,17,17
1/17/2017  02:00,0,520.659607, 02:00,17,17
1/17/2017  03:00,0,483.962189, 03:00,17,17
1/17/2017  04:00,0,431.079651, 04:00,17,17
1/17/2017  05:00,0,403.416962, 05:00,17,17
1/17/2017  06:00,0,408.845734, 06:00,17,17
1/17/2017  07:00,0,405.62149, 07:00,17,17
1/17/2017  08:00,0,432.377625, 08:00,17,17
1/17/2017  09:00,0,488.922577, 09:00,17,17
1/17/2017  10:00,308.340149,506.500824, 10:00,17,17
1/17/2017  11:00,976.620728,473.265442, 11:00,17,17
1/17/2017  12:00,1129.228882,339.777863, 12:00,17,17
1/17/2017  13:00,1010.636536,1182.676392, 13:00,17,17
1/17/2017  14:00,1045.672852,666.060669, 14:00,17,17
1/17/2017  15:00,675.307983,283.640594, 15:00,17,17
1/17/2017  16:00,370.492462,1314.092529, 16:00,17,17
1/17/2017  17:00,33.229763,1800.642578, 17:00,17,17
1/17/2017  18:00,0,1875.085815, 18:00,17,17
1/17/2017  19:00,0,1417.113403, 19:00,17,17
1/17/2017  20:00,0,539.157349, 20:00,17,17
1/17/2017  21:00,0,470.615875, 21:00,17,17
1/17/2017  22:00,0,573.042786, 22:00,17,17
1/17/2017  23:00,0,452.340027, 23:00,17,17
1/18/2017  00:00,0,407.35553, 00:00,18,17
1/18/2017  01:00,0,413.37677, 01:00,18,17
1/18/2017  02:00,0,417.273743, 02:00,18,17
1/18/2017  03:00,0,407.078766, 03:00,18,17
1/18/2017  04:00,0,413.81308, 04:00,18,17
1/18/2017  05:00,0,442.617737, 05:00,18,17
1/18/2017  06:00,0,385.222321, 06:00,18,17
1/18/2017  07:00,0,404.210846, 07:00,18,17
1/18/2017  08:00,0,487.951782, 08:00,18,17
1/18/2017  09:00,0,567.315186, 09:00,18,17
1/18/2017  10:00,345.713074,406.587524, 10:00,18,17
1/18/2017  11:00,1035.263428,1352.047363, 11:00,18,17
1/18/2017  12:00,1072.608032,433.653259, 12:00,18,17
1/18/2017  13:00,1065.36853,266.26535, 13:00,18,17
1/18/2017  14:00,766.425903,270.932251, 14:00,18,17
1/18/2017  15:00,718.191467,358.171051, 15:00,18,17
1/18/2017  16:00,328.868134,1823.488037, 16:00,18,17
1/18/2017  17:00,36.330303,1813.610474, 17:00,18,17
1/18/2017  18:00,0,1318.750854, 18:00,18,17
1/18/2017  19:00,0,569.169312, 19:00,18,17
1/18/2017  20:00,0,644.893005, 20:00,18,17
1/18/2017  21:00,0,592.762817, 21:00,18,17
1/18/2017  22:00,0,646.969849, 22:00,18,17
1/18/2017  23:00,0,558.214294, 23:00,18,17
1/19/2017  00:00,0,616.84552, 00:00,19,17
1/19/2017  01:00,0,386.844269, 01:00,19,17
1/19/2017  02:00,0,382.239227, 02:00,19,17
1/19/2017  03:00,0,408.899933, 03:00,19,17
1/19/2017  04:00,0,383.516449, 04:00,19,17
1/19/2017  05:00,0,377.571594, 05:00,19,17
1/19/2017  06:00,0,399.821594, 06:00,19,17
1/19/2017  07:00,0,390.021301, 07:00,19,17
1/19/2017  08:00,0,388.37674, 08:00,19,17
1/19/2017  09:00,0,368.116028, 09:00,19,17
1/19/2017  10:00,0,476.848633, 10:00,19,17
1/19/2017  11:00,0,1288.468262, 11:00,19,17
1/19/2017  12:00,0,317.755005, 12:00,19,17
1/19/2017  13:00,0,413.036072, 13:00,19,17
1/19/2017  14:00,0,1246.647705, 14:00,19,17
1/19/2017  15:00,0,569.43689, 15:00,19,17
1/19/2017  16:00,0,1903.137085, 16:00,19,17
1/19/2017  17:00,0,1954.022583, 17:00,19,17
1/19/2017  18:00,0,1178.801636, 18:00,19,17
1/19/2017  19:00,0,898.75238, 19:00,19,17
1/19/2017  20:00,0,546.343201, 20:00,19,17
1/19/2017  21:00,0,457.857727, 21:00,19,17
1/19/2017  22:00,0,656.830078, 22:00,19,17
1/19/2017  23:00,0,447.254028, 23:00,19,17
1/20/2017  00:00,0,513.907837, 00:00,20,17
1/20/2017  01:00,0,525.592224, 01:00,20,17
1/20/2017  02:00,0,346.839996, 02:00,20,17
1/20/2017  03:00,0,359.384552, 03:00,20,17
1/20/2017  04:00,0,345, 04:00,20,17
1/20/2017  05:00,0,365.926147, 05:00,20,17
1/20/2017  06:00,0,287.414734, 06:00,20,17
1/20/2017  07:00,0,519.002686, 07:00,20,17
1/20/2017  08:00,0,771.755066, 08:00,20,17
1/20/2017  09:00,0,452.129578, 09:00,20,17
1/20/2017  10:00,0,510.822113, 10:00,20,17
1/20/2017  11:00,45.408096,412.460602, 11:00,20,17
1/20/2017  12:00,284.635712,933.943054, 12:00,20,17
1/20/2017  13:00,254.666672,402.596405, 13:00,20,17
1/20/2017  14:00,497.657501,648.097351, 14:00,20,17
1/20/2017  15:00,412.222809,1101.266113, 15:00,20,17
1/20/2017  16:00,185.039948,1766.936279, 16:00,20,17
1/20/2017  17:00,40.2355,1913.4021, 17:00,20,17
1/20/2017  18:00,0,1322.931763, 18:00,20,17
1/20/2017  19:00,0,755.245239, 19:00,20,17
1/20/2017  20:00,0,613.954224, 20:00,20,17
1/20/2017  21:00,0,477.521912, 21:00,20,17
1/20/2017  22:00,0,507.450195, 22:00,20,17
1/20/2017  23:00,0,356.941315, 23:00,20,17
1/21/2017  00:00,0,370.386597, 00:00,21,17
1/21/2017  01:00,0,381.940887, 01:00,21,17
1/21/2017  02:00,0,687.782776, 02:00,21,17
1/21/2017  03:00,0,366.057831, 03:00,21,17
1/21/2017  04:00,0,320.170074, 04:00,21,17
1/21/2017  05:00,0,380.020172, 05:00,21,17
1/21/2017  06:00,0,449.548737, 06:00,21,17
1/21/2017  07:00,0,617.5578, 07:00,21,17
1/21/2017  08:00,0,565.476196, 08:00,21,17
1/21/2017  09:00,0,523.968567, 09:00,21,17
1/21/2017  10:00,0,531.059326, 10:00,21,17
1/21/2017  11:00,0,478.040588, 11:00,21,17
1/21/2017  12:00,0,364.556427, 12:00,21,17
1/21/2017  13:00,0,812.489624, 13:00,21,17
1/21/2017  14:00,0,727.690002, 14:00,21,17
1/21/2017  15:00,29.873634,437.648987, 15:00,21,17
1/21/2017  16:00,0,382.694794, 16:00,21,17
1/21/2017  17:00,0,506.24765, 17:00,21,17
1/21/2017  18:00,0,905.105774, 18:00,21,17
1/21/2017  19:00,0,789.790466, 19:00,21,17
1/21/2017  20:00,0,762.009705, 20:00,21,17
1/21/2017  21:00,0,756.142151, 21:00,21,17
1/21/2017  22:00,0,670.689453, 22:00,21,17
1/21/2017  23:00,0,534.277222, 23:00,21,17
1/22/2017  00:00,0,355.821136, 00:00,22,17
1/22/2017  01:00,0,359.430603, 01:00,22,17
1/22/2017  02:00,0,329.749847, 02:00,22,17
