Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.434545363,6/17/2017,10,0.42,10,26.52,21.06,69.96,9.40,28.92,29.71,887.5,,
0.393692725,5/11/2016,12,0.80,7.54,23.66,19.09,76.39,11.77,29.24,30.03,3665.75,,
0.090768017,10/31/2016,17,0.00,10,16.32,14.04,21.97,9.00,8.52,29.96,109.17,,
0.022862588,10/12/2017,14,1.00,10,17.22,15.41,88.16,5.27,29.33,30.12,1283.5,,
0.394539957,10/7/2017,9,0.00,10,25.38,17.79,62.80,21.96,28.92,29.7,2917.75,,
0.077869995,5/12/2016,16,0.44,10,20.36,13.94,63.64,16.00,29.17,29.96,1937.75,,
0.145164911,3/26/2016,10,0.14,10,9.46,3.86,69.40,9.80,29.37,30.17,4162.25,,
0.470763492,4/13/2016,16,0.00,10,15.79,-0.24,31.64,7.00,29.39,30.19,2884,,
0.398251195,7/17/2017,16,0.44,10,28.12,18.00,53.16,2.48,29.22,30.01,2591.5,,
0.137544591,10/18/2016,15,0.73,10,26.79,19.19,60.00,10.12,28.99,29.78,1421.5,,
0.113328894,9/1/2016,17,0.62,10,22.17,14.96,62.36,15.36,29.35,30.14,1426.5,,
0.363927968,7/7/2016,11,0.33,10,23.65,22.17,87.16,9.23,29.09,29.88,606.5,,
0.307788097,2/11/2016,11,0.00,10,-7.11,-15.49,49.56,5.72,29.53,30.33,4673.75,,
0.426945011,8/15/2016,6,1.00,6.36,21.18,21.18,96.84,8.04,29.29,30.08,0.44,,
0.151864555,4/16/2016,9,0.00,10,21.31,8.98,44.52,6.08,29.47,30.27,2712.25,,
0.787363724,2/25/2016,7,1.00,10,0.76,-1.11,84.88,12.68,29.08,29.87,100.9,,
0.029082067,5/11/2017,16,1.00,10,16.75,12.88,74.92,9.08,29.13,29.92,0,,
0.5693204,3/28/2016,9,0.89,10,8.08,3.35,70.08,10.99,29.3,30.11,2526.5,,
0.631254064,10/2/2017,15,0.00,10,28.23,10.37,32.56,12.92,29.36,30.16,2906,,
0.392910985,8/4/2016,10,0.00,10,28.51,21.70,63.00,0.00,29.18,30,2477.5,,
0.581329997,4/18/2017,10,0.24,10,21.89,5.02,32.40,19.92,29.35,30.15,0,,
0.288152888,5/3/2017,10,0.74,10,10.34,4.88,64.20,8.52,29.38,30.17,1186.75,,
0.749696965,10/3/2016,7,1.00,3.6,14.75,13.99,95.20,0.20,29.32,30.11,121.48,,
0.689581,10/22/2016,8,0.41,10,7.23,2.04,67.35,4.41,29.36,30.16,1421.5,,
0.997312377,9/30/2017,9,0.00,10,16.43,8.74,60.16,11.24,29.62,30.42,3061,,
0.086384401,6/28/2016,10,0.83,10,23.45,16.87,67.39,8.81,29.35,30.15,3177.25,,
0.752265102,2/23/2017,13,1.00,9.89,15.54,11.84,73.77,9.38,28.95,29.73,537.75,,
0.30632634,8/16/2017,6,0.00,5.14,20.21,20.30,95.46,2.58,29.21,30,67.7,,
0.16031893,7/18/2016,15,0.00,10,25.07,4.38,25.53,6.78,29.39,30.18,3711.25,,
0.099256484,3/2/2017,8,0.00,10,0.05,-3.53,77.32,19.80,29.45,30.25,2689.25,,
0.310101265,6/7/2016,13,0.43,10,22.64,7.80,37.64,12.44,29.08,29.87,4379.25,,
0.002765048,3/19/2016,13,1.00,10,7.92,-1.96,48.80,6.16,29.34,30.13,1000.5,,
0.095885297,5/12/2017,16,0.29,10,21.29,9.34,44.64,10.52,29.12,29.91,2137.25,,
0.57741762,10/9/2017,10,0.52,7.22,21.31,19.35,88.68,0.55,29.14,29.94,1815.75,,
0.559214997,9/24/2016,7,1.00,1.92,20.49,20.03,92.40,8.37,29.36,30.16,220.05,,
0.487453852,7/6/2016,11,0.03,10,23.72,21.28,83.04,10.12,29.04,29.83,1415.5,,
0.548030243,6/1/2017,9,0.00,10,23.97,4.50,26.96,8.88,29.34,30.13,3361.5,,
0.48708451,11/12/2016,16,0.00,10,9.54,0.36,50.92,0.96,29.54,30.34,84.51,,
0.544485082,4/9/2016,17,0.00,10,4.27,-7.33,41.52,5.56,29.4,30.2,1810.25,,
0.54063485,6/23/2017,8,0.90,9.08,22.92,21.01,95.93,6.00,28.9,29.69,396.25,,
0.195013646,9/15/2017,6,0.11,3.69,15.59,15.35,97.79,3.28,29.24,30.03,23.15,,
0.289497023,1/23/2017,12,1.00,10,4.43,2.84,86.77,13.42,28.95,29.74,475,,
0.524694352,9/6/2017,6,0.83,10,9.21,9.08,88.84,7.16,29.22,30.01,61.95,,
0.762999568,4/14/2016,10,0.00,10,15.18,0.74,36.88,12.24,29.45,30.25,2952.75,,
0.360083479,10/30/2016,13,0.98,10,17.69,10.74,62.84,13.16,29.34,30.13,3423.25,,
0.379896759,8/7/2016,12,0.44,10,26.89,16.01,48.89,10.56,29.26,30.05,4132,,
0.456578468,9/11/2017,17,0.00,10,20.38,11.61,53.36,7.80,29.32,30.11,924.75,,
0.090961084,2/10/2016,11,0.00,10,-9.02,-13.98,65.60,13.04,29.29,30.08,3823.25,,
0.625730055,1/26/2017,16,1.00,10,0.26,-1.32,87.32,14.76,29.18,29.97,50.68,,
0.54546633,6/2/2017,16,0.00,10,29.49,4.88,19.76,5.24,29.24,30.03,2971.75,,
0.374449283,10/26/2017,6,0.14,10,1.90,1.09,95.56,5.40,29.07,29.86,0,,
0.83419157,5/18/2016,17,0.31,10,18.88,4.54,36.80,1.16,29.36,30.15,1488.5,,
0.709463707,10/15/2017,15,1.00,10,13.56,6.69,64.80,15.44,29.36,30.16,1229.25,,
0.045802592,8/2/2017,10,0.14,10,26.76,20.06,63.88,2.68,29.28,30.07,3461,,
0.83354335,4/18/2016,10,0.00,10,26.12,4.30,23.08,3.12,29.51,30.31,4045.5,,
0.577488624,10/20/2016,11,0.99,10,14.23,13.23,92.15,7.35,29.3,30.09,607.25,,
0.691199583,7/16/2017,14,1.00,10,29.17,22.82,66.04,5.68,29.18,29.97,1413,,
0.346745321,2/18/2016,10,0.71,6.32,3.19,-0.15,80.80,15.96,29.57,30.37,2403,,
0.279249065,1/12/2017,15,1.00,8.92,-1.14,-2.46,90.43,14.54,29.45,30.26,135.28,,
0.964384365,6/21/2017,7,0.00,10,22.03,18.41,78.68,4.36,29.18,29.97,362.5,,
0.913569523,5/6/2016,6,0.42,9.96,9.12,7.19,81.20,5.64,29.23,30.02,146.68,,
0.198087805,5/20/2017,16,0.39,10,24.68,19.51,70.04,10.76,29.1,29.89,2423.75,,
0.579593345,6/22/2017,7,0.00,10,25.21,21.82,77.72,10.24,29.13,29.92,291.25,,
0.708468113,4/2/2017,15,0.28,10,18.04,5.02,41.16,14.04,29.17,29.96,3134.25,,
0.330286559,10/3/2016,17,0.64,10,19.23,13.34,67.41,5.00,29.25,30.04,675.5,,
0.678349232,5/6/2017,10,0.65,10,13.94,5.56,56.24,15.16,29.02,29.81,3763,,
0.990229635,5/9/2017,14,0.02,10,25.46,17.58,70.61,14.08,29.08,29.87,2485,,
0.560559167,9/18/2016,13,0.00,10,27.45,11.57,36.24,1.08,29.19,29.98,3703.25,,
0.809967013,7/21/2016,17,0.19,10,31.08,26.10,75.00,11.00,29.22,30.04,1687,,
0.224485937,8/7/2017,8,0.74,10,21.33,17.23,73.64,7.24,29.23,30.02,1290.25,,
0.807619632,7/4/2017,16,0.83,10,25.20,22.31,85.57,5.56,29.24,30.03,691.75,,
0.510716501,4/3/2017,12,0.72,10,18.92,15.12,78.76,13.44,28.67,29.45,2052,,
0.763038862,10/27/2017,11,1.00,10,6.22,-0.80,60.80,16.36,29.1,29.89,1440.5,,
0.455127646,4/26/2017,9,0.00,10,24.84,13.80,46.92,22.12,28.7,29.48,3365,,
0.45659391,6/13/2017,7,0.00,10,28.21,23.33,71.88,9.16,29.23,30.02,1019.25,,
0.321856506,10/11/2016,12,0.00,10,24.04,9.72,37.80,11.08,29.37,30.16,3042.5,,
0.207115149,8/23/2017,11,0.28,10,24.00,11.06,43.40,9.16,29.3,30.09,4539.25,,
0.70072842,9/25/2016,14,0.64,9.43,27.26,19.00,54.75,11.86,29.19,29.98,647,,
0.237317054,7/8/2016,12,0.44,10,29.18,22.20,67.00,10.00,29.07,29.89,4320,,
0.417102946,4/7/2017,15,0.00,10,13.02,-1.52,36.20,13.00,29.31,30.1,4297.5,,
0.754468347,8/30/2016,17,0.28,10,25.42,23.32,22.25,5.76,8.53,30.06,743,,
0.582900303,5/26/2017,13,1.00,10,24.99,17.55,62.72,12.76,29.01,29.8,1585.25,,
0.461400094,4/17/2016,14,0.00,10,26.91,3.05,19.92,11.00,29.51,30.31,4594.5,,
0.286967292,11/4/2016,15,0.00,10,15.83,5.97,50.44,6.40,29.6,30.4,2680,,
0.534439389,10/1/2016,16,0.44,10,19.46,15.12,76.00,6.64,29.19,29.98,1225.25,,
0.979533199,5/13/2016,11,0.15,10,17.98,9.42,54.64,12.28,29.28,30.07,3306.75,,
0.171508702,12/12/2016,11,0.03,9.96,-2.50,-5.12,21.97,11.92,8.53,30.13,3465.25,,
0.487793128,10/28/2017,14,1.00,10,4.72,-0.50,69.04,12.76,29.14,29.93,728.5,,
0.51885774,8/2/2016,10,0.94,10,26.94,21.97,67.77,0.33,29.33,30.12,2871.75,,
0.216551783,6/16/2016,7,0.14,10,24.65,19.85,74.64,10.28,29.05,29.84,1019.75,,
0.832705917,8/8/2016,16,0.00,10,27.69,19.56,57.35,4.70,29.2,29.99,2081.5,,
0.365028683,1/29/2017,11,1.00,9.84,-1.95,-5.59,75.00,9.00,29.08,29.87,217,,
0.288641501,6/9/2017,8,0.28,10,25.09,12.10,42.56,13.20,29.1,29.89,2064.5,,
0.005576521,10/14/2017,7,0.92,10,17.71,14.96,83.76,6.92,29.29,30.08,57.78,,
0.596776149,6/20/2016,10,0.15,10,30.73,22.95,59.64,12.80,29.36,30.15,3767.5,,
0.833978077,3/20/2016,11,0.82,10,6.64,-2.22,52.64,12.80,29.38,30.17,4470,,
0.695185943,10/10/2016,9,0.00,10,17.92,10.90,63.64,1.08,29.56,30.36,2314.5,,
0.538995974,5/5/2016,10,0.00,10,13.88,7.60,63.68,14.36,29.19,29.98,2767.5,,
0.314476878,4/6/2016,11,1.00,4.8,9.38,8.18,91.41,13.29,28.84,29.62,260.25,,
0.440793207,10/16/2017,16,0.00,10,17.26,4.29,42.32,7.08,29.46,30.26,1829.25,,
0.353831691,8/31/2016,17,0.02,10,23.98,18.01,21.74,13.44,8.52,30.03,692.25,,
0.342838946,7/12/2016,11,0.67,10,29.44,24.88,74.67,14.89,29.07,29.86,3934.75,,
0.324741742,2/6/2016,14,0.00,10,7.49,0.37,59.76,10.76,29.4,30.2,3248.5,,
0.499397286,6/15/2016,15,0.00,10,32.69,22.95,55.84,13.36,28.97,29.76,2538.5,,
0.302546693,6/15/2016,13,0.55,10,32.04,25.64,68.56,10.04,28.99,29.78,3988.5,,
0.586096376,9/28/2016,17,1.00,10,14.05,11.04,79.60,9.08,29.22,30.01,206.5,,
0.493407328,3/28/2017,14,1.00,10,13.32,7.44,67.92,11.60,29.3,30.09,3721,,
0.610875192,9/19/2017,11,1.00,9.83,22.25,20.14,86.25,1.66,29.18,29.97,1064.5,,
0.117358712,8/30/2017,16,0.00,10,25.47,16.27,21.02,6.96,8.53,30.05,2911.75,,
0.112121267,5/26/2017,12,0.62,10,24.38,16.90,59.06,14.12,29,29.8,3236.75,,
0.827852997,7/16/2016,10,0.14,10,22.98,15.15,59.52,3.32,29.36,30.16,3900.5,,
0.093934657,12/7/2016,13,0.03,10,0.96,-3.68,21.54,11.32,8.53,30.14,1098.25,,
0.562366507,4/3/2017,7,1.00,10,12.69,9.74,79.24,8.56,28.81,29.59,68.05,,
0.549174107,11/30/2016,9,0.00,10,4.48,1.34,77.92,9.96,28.87,29.66,2590.75,,
0.961972782,10/20/2017,12,0.00,8.08,25.18,11.61,43.04,10.12,29.36,30.16,3780,,
0.724881364,2/26/2016,10,0.56,10,0.74,-4.40,65.60,8.28,29.51,30.31,3718.75,,
0.328554284,2/2/2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,205,,
0.267639207,10/15/2016,10,1.00,6.17,17.81,16.57,89.89,13.65,29.29,30.08,474.5,,
0.8387203,7/23/2016,16,0.00,10,30.30,25.89,70.22,6.00,29.16,29.95,2284,,
0.968546839,8/6/2016,12,0.44,10,26.57,19.40,63.00,5.00,29.18,30,2868.25,,
0.154122021,4/5/2017,14,1.00,9.65,10.95,10.23,92.89,12.19,28.74,29.53,893.25,,
0.311916533,4/24/2017,6,0.00,10,9.96,1.01,50.76,6.16,29.2,29.99,129.7,,
0.694762159,3/29/2017,17,1.00,10,12.54,7.35,68.28,17.68,29.18,29.97,183,,
0.725474728,4/12/2016,6,0.00,10,0.61,-2.59,77.20,5.72,29.52,30.33,64.65,,
0.794323499,8/31/2017,15,0.01,10,24.49,16.21,21.14,11.72,8.53,30.06,2680.5,,
0.482148639,6/28/2016,7,0.00,10,21.52,17.39,76.64,9.96,29.34,30.14,1038,,
0.088438819,8/12/2016,13,0.01,10,30.04,25.10,71.48,9.64,29.06,29.85,2343.5,,
0.546551839,3/28/2016,15,0.66,10,11.38,2.49,56.04,8.72,29.35,30.15,2658.25,,
0.600772744,8/4/2016,11,0.00,10,29.37,22.91,61.22,3.22,29.2,29.99,3381,,
0.273380538,4/26/2017,14,0.43,10,25.83,12.36,41.16,18.48,28.73,29.51,2651,,
0.004535328,4/7/2017,9,0.00,10,7.27,-1.03,55.64,15.20,29.34,30.13,3621.25,,
0.415209571,8/13/2017,15,0.28,10,25.82,13.87,46.24,3.20,29.22,30.01,3631.75,,
0.66091834,1/25/2017,17,1.00,10,4.12,0.79,76.64,20.36,28.84,29.63,0.14,,
0.911737635,7/11/2017,10,0.86,7.79,21.53,21.63,93.53,8.28,29.15,29.95,0,,
0.948780684,10/11/2016,13,0.00,10,24.96,8.36,32.56,10.76,29.34,30.13,2897.75,,
0.57592509,9/2/2016,11,0.00,10,23.22,13.57,54.60,12.92,29.42,30.22,4411.25,,
0.433531792,2/1/2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,923.75,,
0.852695689,8/28/2016,7,0.00,8,23.41,22.92,94.80,0.00,29.39,30.19,533,,
0.905755458,3/19/2016,14,1.00,10,7.72,-1.03,52.00,6.40,29.34,30.13,563.75,,
0.704705051,6/24/2017,15,0.43,10,24.33,9.39,38.56,17.48,29.27,30.06,1387.75,,
0.129011178,4/28/2017,7,0.99,10,10.30,8.89,88.56,7.56,29.14,29.93,274.33,,
0.3952967,3/13/2016,6,1.00,0.65,12.05,11.70,99.84,8.92,29,29.79,0,,
0.42754634,12/28/2016,10,0.00,10,2.97,-1.30,71.08,16.60,29.25,30.04,3037.75,,
0.662702334,2/11/2017,9,0.00,10,9.18,6.78,84.80,6.44,29.11,29.9,2443.25,,
0.433596553,7/18/2017,14,0.00,10,30.06,17.01,43.32,2.76,29.28,30.07,4363.25,,
0.882502322,5/31/2017,10,0.00,10,22.34,7.44,35.60,14.64,29.26,30.05,4374,,
0.607653414,3/18/2016,15,0.45,10,10.16,-2.81,38.00,7.24,29.28,30.07,2350,,
0.902889877,1/6/2017,11,0.63,10,-13.55,-18.10,65.35,7.38,29.5,30.3,656.25,,
0.619453346,7/22/2016,13,0.00,10,28.29,22.20,67.00,6.00,29.24,30.06,3564.75,,
0.2608203,6/24/2017,16,0.01,10,24.09,7.92,34.60,15.28,29.27,30.06,1123.25,,
0.416091287,1/10/2017,12,1.00,10,10.03,8.67,91.76,26.08,28.71,29.49,104.73,,
0.639020122,3/15/2016,14,0.00,10,22.70,14.80,60.80,21.36,28.78,29.56,4048.75,,
0.257646779,7/2/2017,12,0.00,10,29.51,16.12,42.48,8.72,29.3,30.09,1558.5,,
0.355109078,7/13/2017,14,0.71,10,28.59,23.82,72.32,6.08,29.26,30.05,2457,,
0.386015537,10/25/2017,14,0.46,10,10.51,4.15,65.16,3.44,28.99,29.78,724.75,,
0.520523425,5/28/2017,17,0.15,10,24.99,11.06,39.60,14.72,29,29.79,1890.25,,
0.79737286,11/15/2016,7,0.32,2.51,3.01,3.84,96.93,7.46,29.14,29.93,619,,
0.581087899,7/19/2017,11,0.42,10,29.72,24.80,72.88,5.04,29.32,30.12,4268,,
0.762687352,9/20/2017,15,0.43,10,33.31,20.23,45.44,12.20,29.11,29.9,2527.75,,
0.199055668,3/5/2016,12,1.00,9.93,6.30,1.66,71.16,14.59,29.3,30.1,1477.5,,
0.019804976,1/21/2017,16,0.00,10,15.20,11.28,74.04,8.40,28.74,29.52,192.95,,
0.03448441,4/1/2017,12,0.28,10,12.14,4.07,57.64,10.60,29.41,30.21,4325.5,,
0.410716364,11/22/2016,17,1.00,10,6.28,0.06,63.00,11.60,29.38,30.18,0,,
0.117583069,5/21/2016,14,0.28,10,25.08,4.20,25.76,17.32,29.29,30.08,4152,,
0.503927169,10/30/2016,10,0.84,10,15.94,11.68,75.19,13.50,29.33,30.13,1651.5,,
0.914162585,1/26/2017,12,1.00,10,0.40,-1.76,84.60,18.16,29.13,29.92,813.5,,
0.35476545,9/11/2017,16,0.00,10,21.86,11.13,48.76,11.08,29.34,30.13,2158.25,,
0.386276268,5/12/2017,13,0.28,10,20.98,9.80,47.40,12.28,29.14,29.93,0,,
0.876534606,1/7/2017,12,0.00,10,-8.48,-12.91,68.68,13.36,29.73,30.53,1785.25,,
0.351803333,6/5/2016,12,0.75,10,23.42,16.88,64.56,16.32,28.97,29.76,3565.5,,
0.911462948,10/3/2017,7,1.00,10,20.80,16.88,77.92,11.72,29.51,30.31,317.63,,
0.784028903,6/17/2016,17,0.00,10,29.13,10.45,28.47,11.94,29.23,30.02,1886,,
0.629959117,2/21/2017,11,1.00,8.88,14.72,13.54,89.88,2.24,29.17,29.96,712.25,,
0.117869092,2/10/2017,15,0.00,10,9.02,3.28,67.48,14.32,28.98,29.77,1014.75,,
0.233156059,5/25/2017,11,1.00,9.96,16.08,13.61,80.88,11.76,28.89,29.67,1633.75,,
0.851454766,5/11/2016,13,0.29,10,24.74,18.63,68.72,8.84,29.22,30.01,4133,,
0.27169893,4/9/2017,17,0.00,10,22.17,11.98,51.12,23.76,28.95,29.73,711.5,,
0.551352776,5/29/2016,17,0.43,9.04,27.66,14.22,42.28,9.40,29.23,30.02,1672,,
0.561134524,9/9/2016,17,0.94,6.55,24.37,23.65,93.71,7.00,29.07,29.87,110.3,,
0.953400358,9/6/2016,6,0.00,5.51,21.97,21.52,97.61,4.57,29.34,30.13,39.26,,
0.717780572,7/15/2017,9,1.00,10,21.04,16.60,72.80,0.96,29.39,30.19,1554,,
0.035388692,4/13/2016,15,0.00,10,15.75,-0.65,31.36,6.04,29.41,30.21,3597.5,,
0.395290135,5/3/2016,13,0.91,10,17.88,5.34,41.72,9.60,29.13,29.92,2956,,
0.370864477,5/4/2016,12,0.99,10,13.86,5.97,58.40,20.32,28.98,29.77,2590.75,,
0.61344619,2/1/2017,6,0.32,10,1.22,-0.04,88.72,4.72,29.25,30.04,0,,
0.664305928,1/10/2017,16,1.00,10,10.97,9.23,86.34,33.48,28.76,29.54,27.54,,
0.317798066,10/25/2016,16,0.83,10,13.80,4.88,54.20,8.12,29.51,30.31,377,,
0.957997354,11/25/2016,11,1.00,10,4.74,1.50,74.80,6.40,29.54,30.34,706.75,,
0.633817176,5/20/2016,9,0.00,10,18.26,7.04,44.56,11.64,29.33,30.12,1479.5,,
0.007077767,6/30/2017,9,0.72,10,26.72,23.43,77.04,10.78,29.08,29.88,506,,
0.045737412,6/15/2017,10,0.28,10,26.20,19.44,64.52,12.60,29.1,29.89,0,,
0.710705428,4/2/2017,13,0.00,10,16.31,6.13,50.08,13.16,29.23,30.02,4433.25,,
0.129012904,3/30/2016,11,0.75,8.14,13.54,6.21,60.84,12.42,29.06,29.86,2049.25,,
0.338919036,3/27/2016,14,0.06,10,18.07,6.84,45.52,17.00,29.04,29.83,2560,,
0.863306015,2/6/2016,12,0.00,10,5.39,-0.72,63.40,7.76,29.45,30.25,4356.25,,
0.082084012,3/5/2016,9,1.00,3.32,4.23,2.63,86.96,8.64,29.27,30.06,1379.5,,
0.933922167,2/17/2017,15,0.00,10,20.31,4.66,34.52,18.12,28.92,29.71,2368.25,,
0.133188082,2/16/2017,12,0.00,10,7.56,-4.44,42.52,13.44,29.1,29.89,3091.75,,
0.095844096,1/5/2017,15,0.88,4.3,-10.16,-13.29,76.12,5.03,29.27,30.06,73.03,,
0.931900181,10/8/2017,12,0.00,10,24.83,12.19,46.08,10.76,29.02,29.81,4486.5,,
0.902211104,9/10/2017,15,0.00,10,23.42,8.74,38.88,8.56,29.53,30.33,3619.75,,
0.535124079,3/7/2016,10,1.00,6.6,10.15,8.92,91.76,14.84,29.17,29.96,738.25,,
0.078269473,4/8/2016,16,0.93,9.89,4.07,0.52,74.60,20.32,29.09,29.89,1494.25,,
0.551420883,8/14/2017,12,0.44,10,28.00,17.30,50.64,5.08,29.1,29.89,3706.75,,
0.270031706,6/22/2016,13,0.65,10,25.81,21.86,78.04,10.20,29.14,29.93,3169.75,,
0.921624428,3/16/2017,13,0.00,10,5.94,-5.63,42.48,10.04,29.5,30.3,4714.25,,
0.385406388,10/16/2017,11,0.00,10,16.20,4.73,47.00,6.76,29.55,30.35,4288.5,,
0.449808156,2/16/2017,15,0.00,10,10.61,-1.76,43.68,17.00,29,29.79,1072,,
0.929662009,11/20/2016,15,0.00,10,2.15,-5.52,55.52,8.44,29.51,30.31,843.75,,
0.087307439,8/4/2017,13,1.00,10,18.38,12.06,65.77,17.54,29.22,30.01,1797.25,,
0.754970649,4/7/2017,11,0.00,10,10.22,-1.48,20.75,14.40,8.53,30.13,4718,,
0.015717061,4/16/2017,14,0.75,9.11,20.22,17.36,81.52,13.37,29.23,30.03,1720,,
0.405059342,9/29/2016,10,1.00,10,16.28,14.25,81.47,7.50,29.34,30.13,1615.5,,
0.646612115,1/29/2017,9,1.00,9.39,-2.38,-5.62,75.76,11.35,29.06,29.85,215.5,,
0.932566409,8/4/2017,15,1.00,10,20.43,12.38,60.28,14.96,29.22,30.01,2998.5,,
0.100381134,5/25/2016,12,0.28,10,24.78,12.97,37.89,16.36,29.19,29.98,3675,,
0.083450804,12/2/2016,7,1.00,8.4,2.32,0.58,85.84,7.32,29.36,30.16,87.03,,
0.943086633,9/27/2017,11,0.20,10,22.96,14.27,59.26,9.00,29.31,30.1,3282,,
0.62956285,5/7/2016,16,0.28,10,20.32,6.25,40.83,16.64,29.04,29.83,2436.5,,
0.725927909,2/17/2016,12,1.00,10,1.69,-2.33,75.64,6.92,29.46,30.26,1040,,
0.909100674,3/9/2016,7,0.92,10,15.32,12.85,80.04,11.16,29.15,29.94,526,,
0.83208048,11/17/2016,13,0.00,10,22.91,12.06,48.56,16.48,29.02,29.81,2485.5,,
0.532013502,1/27/2017,14,1.00,10,-2.68,-5.28,79.04,17.04,29.15,29.94,235.25,,
0.914850645,7/4/2017,12,0.43,10,30.55,20.51,53.32,6.00,29.28,30.07,896.25,,
0.351460544,6/2/2016,6,0.00,10,18.98,15.58,74.48,3.44,29.27,30.06,274,,
0.094299399,9/27/2017,16,0.00,10,22.03,11.48,50.36,11.92,29.31,30.1,1036.75,,
0.687737721,2/10/2017,9,0.00,10,-1.59,-4.83,78.92,20.81,29.24,30.03,113.75,,
0.565664892,3/19/2017,17,0.00,10,12.15,1.54,46.80,13.44,29.39,30.19,1504.25,,
0.994514888,6/28/2017,9,0.49,10,23.25,13.92,55.24,14.00,29.26,30.05,710.75,,
0.660627792,8/19/2017,7,0.62,10,20.36,18.88,86.88,8.52,29.18,29.97,658.75,,
0.895659547,2/21/2016,17,1.00,10,6.53,2.47,71.00,11.84,29.31,30.11,22.7,,
0.589931324,9/27/2017,10,0.97,10,21.55,15.28,69.37,10.32,29.31,30.11,3352.5,,
0.379387538,11/8/2016,11,1.00,4.13,13.36,13.15,95.67,6.63,29.41,30.21,213.25,,
0.169768864,3/10/2016,7,1.00,10,8.91,7.58,88.88,9.68,29.24,30.03,168.6,,
0.353472592,4/29/2016,11,1.00,5.08,12.41,8.71,77.88,4.80,29.3,30.09,1404.5,,
0.184537084,5/16/2016,9,0.00,10,16.25,3.95,42.28,14.48,29.41,30.21,3441,,
0.513109461,3/27/2016,8,0.00,10,12.02,5.93,66.64,6.00,29.18,29.97,1723.25,,
0.217791527,2/1/2016,8,0.14,9.92,0.89,0.30,92.00,2.76,29.22,30.01,531,,
0.070115664,6/7/2016,16,0.53,10,23.40,8.13,36.68,12.72,29.07,29.86,2728.5,,
0.682560051,6/24/2017,8,0.28,10,20.76,15.40,70.48,10.96,29.23,30.02,797.5,,
0.119166817,2/18/2016,6,0.73,6.96,-0.50,-1.55,87.56,10.32,29.56,30.36,7.7,,
0.774474655,7/8/2016,14,0.75,10,29.44,22.20,67.00,8.00,29.08,29.9,3712.25,,
0.720405844,5/23/2016,16,0.00,10,27.28,5.68,22.64,9.92,29.16,29.95,2622,,
0.575507601,8/3/2017,12,0.14,10,29.33,21.04,56.60,12.72,29.16,29.95,4022,,
0.317066536,8/25/2017,8,0.00,10,18.15,12.34,68.08,8.04,29.43,30.23,1843.75,,
0.04181989,4/22/2017,8,0.00,10,8.80,3.10,68.24,21.32,29.33,30.13,1211.25,,
0.29200719,10/2/2016,9,1.00,8.73,16.06,15.14,86.46,1.96,29.31,30.1,393,,
0.975837779,3/16/2016,16,0.54,10,15.54,-1.35,30.48,21.00,29.05,29.84,2792.5,,
0.475004558,9/13/2017,8,1.00,6.55,17.64,16.49,91.14,4.32,28.99,29.78,195.58,,
0.583389321,1/19/2017,9,0.01,2.88,3.54,3.16,95.88,8.12,29.18,29.97,580,,
0.210716411,1/18/2017,13,0.83,10,4.56,2.58,82.52,6.44,29.33,30.13,1462.25,,
0.113854157,3/3/2017,14,0.42,10,2.23,-7.89,46.40,7.32,29.79,30.59,3982,,
0.277905399,9/21/2016,9,0.00,10,26.35,18.12,60.32,1.72,29.43,30.23,2739.75,,
0.977877184,10/5/2017,9,1.00,8.45,17.30,16.64,90.50,5.26,29.41,30.21,140.08,,
0.157952032,5/10/2017,7,0.16,5,16.17,13.50,87.00,6.04,29.16,29.95,901.25,,
0.645521147,7/12/2016,6,0.49,4.41,23.26,22.65,96.74,7.52,29.13,29.93,272.25,,
0.436866393,4/19/2017,13,0.30,10,26.96,16.98,21.06,10.36,8.52,30.03,0,,
0.044814008,4/23/2016,9,0.18,10,12.19,8.33,70.48,2.56,29.39,30.18,1229.75,,
0.503785715,5/20/2017,13,0.42,10,23.93,20.87,83.68,17.24,29.11,29.9,3480.75,,
0.416682071,8/1/2017,16,0.39,10,24.99,19.17,71.24,3.96,29.26,30.05,1434.5,,
0.264634104,5/21/2017,9,0.53,10,17.19,11.21,66.64,15.28,29.2,29.99,3192.75,,
0.045607487,5/24/2017,14,1.00,5.91,15.18,14.52,91.00,9.78,28.73,29.51,452.5,,
0.635761379,9/9/2016,14,1.00,10,25.10,21.87,80.92,6.52,29.12,29.91,1719.5,,
0.791835838,5/11/2016,16,0.44,10,19.67,17.28,84.65,12.61,29.12,29.92,90.83,,
0.299067904,2/3/2017,9,0.30,10,-6.16,-12.08,21.38,11.48,8.54,30.49,1530,,
0.90656661,10/24/2016,9,0.00,10,13.04,6.13,60.40,11.60,29.57,30.37,2610.75,,
0.511841853,11/23/2016,8,1.00,3.28,5.48,5.30,97.16,10.56,29.21,30.01,62.45,,
0.434248128,1/25/2017,15,1.00,10,5.62,2.85,78.58,15.61,28.8,29.58,158.75,,
0.840779292,5/10/2017,13,0.30,10,26.84,18.91,62.00,5.24,29.11,29.9,4224,,
