Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.237444377,1/3/2017,7,1.00,2.03,5.46,5.55,99.58,3.50,28.97,29.77,18.18,,
0.882045541,5/27/2016,16,0.54,10,26.14,19.67,63.07,17.51,29.07,29.86,1143,,
0.21329146,11/17/2016,15,0.00,10,22.53,12.12,49.52,18.12,29,29.79,562.75,,
0.087755523,9/23/2017,12,0.27,10,32.63,19.74,47.24,3.80,29.3,30.09,4022.25,,
0.986026207,4/1/2016,11,0.92,9.04,9.44,4.40,71.56,22.88,29,29.79,1206.5,,
0.651120647,10/12/2017,11,1.00,7.08,16.28,15.29,94.54,3.38,29.36,30.16,1049.5,,
0.160845042,7/22/2017,10,0.01,10,24.29,22.45,88.35,8.42,29.02,29.82,561,,
0.861945897,3/10/2016,16,0.06,10,10.17,7.41,23.29,5.99,8.93,30.09,186.75,,
0.838940191,4/14/2017,12,0.14,10,25.75,13.41,47.40,4.84,29.35,30.15,3363.75,,
0.247029895,11/12/2016,6,0.00,10,-1.36,-0.58,93.00,1.84,29.66,30.46,36.65,,
0.536370878,12/8/2016,8,0.04,7.72,-6.37,-9.38,21.93,18.76,8.54,30.33,457.5,,
0.685404585,4/8/2016,9,1.00,8,5.08,2.80,85.55,19.00,29.07,29.86,948,,
0.056719144,10/12/2017,16,1.00,10,17.57,14.59,81.47,5.81,29.33,30.12,718.25,,
0.909169289,12/13/2016,12,0.24,8.85,-5.27,-8.07,26.16,12.77,10.06,30.17,118.85,,
0.857577357,2/3/2017,13,0.00,10,-1.49,-13.40,20.43,12.92,8.54,30.47,4414,,
0.886385875,2/12/2016,12,1.00,6.12,-3.54,-6.09,79.08,18.08,29.39,30.19,555.75,,
0.34857548,4/15/2017,17,0.00,10,25.24,11.44,40.48,20.20,29.16,29.95,1169,,
0.71773795,9/24/2017,9,0.00,10,28.33,18.93,57.48,2.04,29.31,30.11,2753.5,,
0.061986926,8/28/2016,15,0.53,10,31.20,22.69,57.88,1.24,29.34,30.14,3254,,
0.128898912,4/27/2016,15,1.00,3.36,15.14,13.27,90.84,16.28,28.96,29.75,547.25,,
0.407056915,12/16/2016,7,1.00,10,-8.25,-13.48,64.04,15.96,29.42,30.22,33.75,,
0.765325534,3/14/2017,15,1.00,5.03,-2.33,-5.71,76.90,15.27,29.48,30.28,414,,
0.461084607,8/9/2017,6,0.00,10,15.58,14.71,88.92,0.20,29.42,30.22,124.25,,
0.184126976,4/9/2016,11,0.00,10,1.95,-9.58,42.24,6.48,29.48,30.28,4711,,
0.064831862,9/28/2016,15,1.00,10,15.15,9.96,69.88,10.52,29.18,29.97,895.25,,
0.106950997,7/26/2016,14,0.00,10,27.33,20.60,65.00,5.00,29.22,30.04,3591.25,,
0.198892848,6/4/2017,13,0.54,10,31.58,17.27,39.92,8.52,29.04,29.83,3707.25,,
0.816416472,2/25/2017,9,0.90,10,-2.95,-7.36,71.66,23.07,29.11,29.9,2534.25,,
0.113444568,10/8/2016,14,0.00,10,19.48,5.26,36.64,7.00,29.45,30.25,4038,,
0.175320965,5/14/2016,15,1.00,10,10.71,2.08,54.84,18.16,29.27,30.06,2206.25,,
0.216781692,2/13/2017,13,0.00,10,6.85,-3.09,48.00,9.64,29.46,30.26,3871,,
0.662289995,9/22/2017,12,0.43,10,32.93,20.56,46.56,3.76,29.28,30.07,3142.75,,
0.846697219,5/26/2017,10,0.01,10,21.68,16.53,71.00,15.40,28.99,29.79,1351.5,,
0.088965327,2/8/2017,15,1.00,1.11,-1.98,-2.50,93.80,14.27,29.15,29.94,20.15,,
0.257784469,10/18/2017,14,0.00,10,22.19,6.42,36.08,17.92,29.32,30.11,3782.25,,
0.489208877,2/10/2017,17,0.00,10,7.65,3.28,70.88,9.04,28.97,29.76,23.82,,
0.917371154,10/1/2017,10,0.00,10,18.96,5.67,41.60,10.92,29.43,30.23,3355.5,,
0.765226551,6/18/2016,9,0.00,10,26.85,12.59,38.04,8.72,29.41,30.21,3071.25,,
0.255931251,1/21/2017,15,0.00,10,16.67,11.06,66.72,11.20,28.73,29.51,1267,,
0.939669499,10/14/2016,14,0.00,10,20.34,7.24,41.32,7.80,29.37,30.17,3962.25,,
0.581384605,8/18/2017,12,0.00,10,27.65,17.47,51.72,8.68,29.14,29.93,4087,,
0.598835468,1/27/2017,17,1.00,10,-2.61,-5.62,77.64,18.00,29.15,29.94,0,,
0.030738865,4/5/2016,15,0.15,10,9.48,-3.73,38.56,12.12,29.47,30.27,3825.25,,
0.758282011,6/8/2016,6,0.00,10,14.68,11.93,80.28,4.28,29.24,30.03,303.5,,
0.716960881,10/19/2017,7,0.00,9.04,12.11,10.15,87.48,4.92,29.36,30.16,159.33,,
0.360123277,8/18/2016,17,0.14,9.96,28.27,23.84,73.04,6.72,29.2,29.99,1273.75,,
0.178929073,2/7/2016,16,0.14,10,7.12,2.37,70.68,13.28,29.03,29.82,334.75,,
0.175884813,5/6/2016,12,0.38,10,22.21,3.92,28.04,7.60,29.19,29.98,4373.75,,
0.182934996,8/6/2016,16,0.14,10,26.81,17.01,53.36,8.76,29.17,29.96,2793.5,,
0.118927202,7/15/2017,14,0.31,10,24.88,17.49,60.72,3.08,29.33,30.12,4432.5,,
0.550317429,9/3/2016,9,0.00,10,21.00,16.06,72.36,6.40,29.41,30.21,2934.5,,
0.055154252,4/14/2017,14,0.43,10,26.93,14.03,44.13,8.80,29.3,30.09,2781.5,,
0.372297569,2/6/2016,16,0.00,10,7.07,0.93,62.80,7.48,29.39,30.19,514.75,,
0.01276113,3/26/2016,13,0.00,10,14.29,3.58,48.80,10.48,29.3,30.09,4708,,
0.331135625,2/23/2016,14,0.00,10,9.41,-0.52,49.28,16.28,29.17,29.96,2509,,
0.167571033,9/22/2016,13,0.00,10,31.69,14.96,34.60,5.08,29.23,30.02,3928.25,,
0.796815048,10/18/2017,7,0.00,10,8.15,6.02,85.53,5.80,29.42,30.22,229.63,,
0.677178109,6/12/2017,13,0.29,10,33.10,19.12,43.36,11.48,29.18,29.97,3912.5,,
0.555775282,10/12/2016,16,1.00,8.4,14.18,13.47,92.58,14.60,29.25,30.04,137.65,,
0.184051271,11/6/2016,13,0.00,10,18.86,7.56,46.04,8.12,29.53,30.33,3458.25,,
0.747637338,3/11/2017,13,0.00,10,0.43,-18.18,23.00,7.72,29.65,30.45,2771.5,,
0.084838373,3/23/2016,7,0.00,10,13.35,8.94,72.00,15.20,28.99,29.78,250.98,,
0.920783003,6/7/2016,7,0.00,10,17.96,11.04,62.56,15.32,29.07,29.86,1134.75,,
0.907037244,7/9/2016,16,0.44,10,26.34,17.29,53.52,6.76,29.27,30.06,2056.5,,
0.722639209,9/21/2017,8,0.00,10,26.58,23.08,81.04,5.44,29.27,30.06,1660.5,,
0.777843881,4/14/2017,10,0.14,10,23.51,14.09,54.44,8.72,29.39,30.19,3212.5,,
0.217362872,3/10/2017,6,0.00,10,-1.79,-10.19,50.68,15.00,29.53,30.33,195.18,,
0.176453718,4/27/2017,8,1.00,10,7.94,5.80,83.78,19.30,28.84,29.63,666.25,,
0.146560825,9/5/2017,11,0.00,10,20.66,7.68,42.00,16.88,29.16,29.95,4587.25,,
0.015720825,6/25/2017,7,0.00,10,18.45,10.00,57.24,8.28,29.36,30.16,379,,
0.836242149,6/21/2016,16,0.01,10,27.96,17.09,50.24,10.64,29.17,29.96,3023.5,,
0.018868018,6/1/2016,15,0.63,10,26.31,20.07,67.16,4.81,29.15,29.94,1970.5,,
0.743814026,1/17/2017,10,1.00,3.42,6.11,5.97,96.85,14.50,29.14,29.93,552.5,,
0.795479889,10/22/2017,17,1.00,7,12.35,11.55,94.62,15.35,29.22,30.01,33.05,,
0.795818245,8/30/2017,15,0.55,10,25.66,16.77,56.44,4.80,29.27,30.06,2297.25,,
0.455844832,1/23/2017,11,1.00,10,3.94,2.66,89.00,14.96,28.97,29.76,446,,
0.697706174,1/25/2017,16,1.00,10,4.95,1.68,75.16,19.00,28.83,29.61,38.6,,
0.843718116,4/3/2016,12,0.00,10,15.15,2.44,43.60,24.00,29.1,29.89,4703.25,,
0.454578567,3/11/2017,7,0.31,10,-4.17,-15.29,41.48,9.68,29.68,30.48,1016.5,,
0.955043028,3/20/2016,15,1.00,10,6.89,-4.42,43.20,15.20,29.34,30.14,1469.75,,
0.478486184,6/10/2016,9,0.00,10,29.75,21.29,59.48,9.40,29.27,30.06,2941.75,,
0.214655297,6/26/2017,15,0.44,10,22.60,10.32,43.88,17.88,29.3,30.09,1280,,
0.310650516,10/7/2017,6,0.02,10,20.26,16.76,80.04,11.00,28.96,29.75,0,,
0.037463581,2/22/2016,7,0.03,10,-1.01,-2.24,86.54,3.77,29.39,30.18,804,,
0.037923075,6/25/2017,13,0.42,10,23.91,8.84,38.12,13.00,29.35,30.14,1580.5,,
0.27968576,9/6/2017,15,0.41,10,18.29,7.83,48.72,12.76,29.24,30.03,3226.25,,
0.441082569,8/19/2016,11,0.66,7.08,26.44,24.21,81.48,7.28,29.18,29.97,1593.75,,
0.491599895,2/26/2016,17,1.00,10,-0.07,-3.22,76.16,9.20,29.41,30.21,45.44,,
0.070536515,8/27/2016,16,0.53,10,29.41,24.38,70.80,6.68,29.25,30.04,1736,,
0.769009626,4/16/2017,11,0.91,10,18.71,17.12,86.88,12.72,29.23,30.02,1202,,
0.886688033,10/11/2017,12,1.00,9.68,16.42,15.18,93.48,9.72,29.27,30.06,560.5,,
0.655874949,6/18/2017,12,0.15,10,26.65,16.33,53.00,13.72,28.95,29.73,1576.75,,
0.987184961,8/18/2016,11,0.55,10,28.84,23.19,70.72,7.68,29.29,30.08,2485.25,,
0.761591104,1/12/2017,9,1.00,5.29,0.51,0.03,92.71,11.59,29.22,30.01,161.5,,
0.057714694,8/4/2017,17,0.73,10,20.99,12.50,56.28,11.92,29.22,30.01,1638,,
0.01853863,12/11/2016,9,0.08,8.15,1.28,-2.47,23.08,12.00,9.31,30.01,110.95,,
0.947644383,11/19/2016,8,1.00,10,2.02,-1.48,73.84,21.80,29.4,30.2,412.5,,
0.557930956,6/10/2017,17,0.00,10,29.34,11.98,31.92,16.92,29.08,29.87,1930.5,,
0.6477707,8/10/2016,10,0.39,10,29.11,21.90,59.44,3.22,29.31,30.11,3553.25,,
0.289209617,8/25/2017,17,0.00,10,22.33,12.10,50.32,8.52,29.42,30.22,1534.75,,
0.773711951,8/8/2017,7,0.00,10,17.53,12.05,65.32,7.00,29.41,30.21,831.75,,
0.711825927,10/8/2017,7,0.44,6.61,13.41,13.21,98.30,2.92,29.06,29.86,289.9,,
0.98684939,6/30/2016,16,0.00,10,25.35,15.96,21.06,9.28,8.52,29.94,2776.75,,
0.018123603,7/26/2017,8,0.00,10,24.17,20.07,79.00,7.00,29.3,30.09,1950.5,,
0.356041677,10/4/2016,9,0.00,10,22.10,14.36,59.64,10.68,29.27,30.06,2803.25,,
0.956187568,10/16/2017,15,0.14,10,18.11,4.33,40.36,8.76,29.47,30.27,3031,,
0.271736766,6/1/2016,17,0.28,10,26.17,19.61,64.16,4.92,29.14,29.93,1458.75,,
0.470750453,5/26/2016,9,0.83,8,18.48,18.47,93.15,12.85,29.2,29.99,80.05,,
0.484437369,3/5/2016,8,1.00,2.5,3.14,2.22,91.77,11.08,29.27,30.06,983,,
0.973948519,2/24/2016,16,1.00,1.62,0.87,0.25,92.15,26.26,28.72,29.51,65.43,,
0.411280717,3/8/2017,8,0.00,10,6.29,-0.41,60.32,17.80,29.33,30.12,2858,,
0.135475868,12/31/2016,12,0.03,10,8.02,-0.84,53.52,19.24,28.93,29.72,3599,,
0.292336397,8/13/2016,8,1.00,6.71,25.48,24.31,91.00,7.82,29.06,29.85,520,,
0.111083297,3/16/2017,15,0.00,10,7.18,-4.69,41.56,10.24,29.46,30.26,4023.25,,
0.782933687,7/23/2017,9,0.72,10,27.22,24.81,83.89,11.81,29.04,29.83,1436,,
0.976316426,6/10/2017,7,0.00,10,23.51,13.95,53.96,13.40,29.17,29.96,1091.5,,
0.432914065,8/17/2016,10,1.00,7,24.80,23.16,87.61,5.54,29.34,30.14,1627.25,,
0.092548505,10/4/2016,6,1.00,9.04,15.54,14.18,90.00,5.08,29.28,30.07,2.58,,
0.136829518,8/3/2017,17,0.00,10,25.21,21.06,73.36,6.00,29.11,29.9,1490,,
0.966119595,1/1/2017,7,0.00,8.96,-5.94,-6.74,89.12,3.76,29.29,30.08,140.1,,
0.653421539,2/6/2016,7,0.79,5.68,-3.21,-3.66,91.04,4.28,29.52,30.32,228.13,,
0.445122396,8/19/2016,10,1.00,5.84,25.26,23.76,87.11,8.27,29.19,29.98,1415,,
0.158828064,11/21/2016,9,0.00,10,-0.17,-4.54,70.28,2.04,29.53,30.33,3118,,
0.681775717,8/6/2016,11,0.65,10,26.84,18.36,56.56,5.96,29.21,30,3284.75,,
0.10516941,4/8/2016,12,1.00,10,5.81,1.69,76.00,24.52,29.09,29.88,1459.5,,
0.757320918,2/4/2017,14,0.28,10,1.34,-10.80,38.80,18.44,29.37,30.17,2723.5,,
0.336028211,2/23/2016,11,0.00,10,6.94,-0.95,56.64,16.72,29.26,30.05,4261.25,,
0.077838946,2/11/2017,17,1.00,10,15.57,13.60,85.68,2.12,29.04,29.83,9.28,,
0.946104843,8/13/2017,11,0.01,10,24.29,12.48,47.00,1.20,29.28,30.07,4335.5,,
0.369217505,8/25/2017,6,0.00,10,13.69,11.41,85.04,6.40,29.43,30.23,76.23,,
0.038155622,3/8/2016,13,0.01,10,20.32,12.50,60.36,21.52,29.14,29.93,3184,,
0.537188985,5/16/2016,7,0.00,10,11.74,2.90,53.16,10.16,29.41,30.21,1111.5,,
0.404180092,3/15/2017,14,0.42,10,-1.47,-8.28,56.64,10.80,29.57,30.37,4206.75,,
0.171984779,9/26/2016,10,0.00,10,20.21,5.23,35.72,14.40,29.29,30.08,4201.25,,
0.776408526,9/9/2017,10,0.00,10,22.19,14.07,58.36,10.56,29.57,30.37,3918.75,,
0.12566688,11/1/2016,15,0.00,10,25.55,15.04,49.32,13.80,29.15,29.94,2347.5,,
0.455019879,8/13/2016,11,0.84,7.55,25.59,22.79,79.32,11.12,29.09,29.88,2438,,
0.578056865,10/29/2016,13,0.00,10,26.41,15.50,50.72,19.08,29.16,29.95,3727.75,,
0.29387851,10/29/2016,8,0.00,10,19.91,15.65,76.44,17.76,29.22,30.01,1092.25,,
0.475193351,9/9/2017,13,0.01,10,25.01,13.97,51.72,11.60,29.54,30.34,4498.25,,
0.295400548,7/23/2016,11,0.44,10,29.45,24.40,75.00,6.00,29.2,30.02,3540.5,,
0.125009309,2/22/2017,6,1.00,0.01,6.88,7.34,97.28,1.92,29.08,29.87,8.85,,
0.289859795,8/21/2016,9,0.52,10,20.58,16.66,77.60,10.04,29.18,29.97,3072.75,,
0.439226606,10/14/2017,8,0.92,10,20.34,15.47,73.00,10.44,29.28,30.07,528.5,,
0.437381924,5/18/2016,7,0.00,10,10.99,3.72,59.72,9.04,29.43,30.23,1104,,
0.669924711,2/3/2016,10,1.00,10,3.13,1.02,81.88,19.40,28.94,29.73,205,,
0.398111538,4/26/2017,17,1.00,10,18.32,16.56,84.00,5.76,28.7,29.48,223.55,,
0.428658628,8/29/2017,17,0.42,10,24.52,18.29,66.41,7.04,29.22,30.01,1486.25,,
0.097052412,4/23/2016,11,0.73,10,15.90,8.75,58.70,6.19,29.36,30.16,3859.75,,
0.630731099,10/20/2017,10,0.00,10,22.54,12.84,54.32,8.76,29.41,30.21,3327.75,,
0.070872841,12/29/2016,8,0.00,10,0.49,-1.69,83.64,13.68,29.16,29.95,1156,,
0.943492068,3/18/2016,9,0.00,10,6.77,-2.03,53.00,10.76,29.31,30.11,2927.75,,
0.005714443,6/2/2017,7,0.00,10,21.83,9.01,42.84,0.00,29.34,30.13,1195.5,,
0.586070255,3/9/2017,17,0.70,10,10.57,-2.63,40.92,14.08,29.27,30.06,39.62,,
0.017841861,1/30/2017,6,0.00,9.92,-11.23,-11.46,90.72,1.08,29.21,30,0,,
0.274022535,9/6/2016,10,0.29,10,30.24,25.05,72.00,10.84,29.34,30.13,3444.5,,
0.32734673,1/18/2017,12,1.00,10,4.02,1.82,83.16,8.40,29.36,30.16,1700.75,,
0.843536625,9/16/2017,9,0.00,10,26.17,19.84,65.52,6.72,29.34,30.14,2778.75,,
0.667853999,8/24/2016,11,1.00,10,28.05,25.13,82.12,17.12,29.22,30.01,1105.25,,
0.120547828,8/29/2016,10,0.00,10,27.91,22.67,72.20,8.00,29.45,30.25,3415.25,,
0.870118812,10/1/2017,11,0.00,10,20.74,5.58,37.88,12.84,29.4,30.2,4271.25,,
0.549054223,9/12/2016,17,0.00,10,23.90,14.82,55.36,5.80,29.26,30.05,1226.25,,
0.341774613,7/9/2017,17,0.28,10,29.82,21.47,58.76,8.96,29.17,29.96,1481.75,,
0.567123657,3/29/2016,11,0.00,10,12.91,0.78,43.60,8.08,29.52,30.32,4679.5,,
0.488958883,9/28/2017,12,0.28,10,21.29,10.80,51.36,6.28,29.39,30.18,4601.25,,
0.678121225,4/28/2016,14,0.99,10,19.18,13.13,69.33,5.00,29.07,29.86,1601,,
0.915637805,6/14/2016,8,0.00,10,26.04,22.81,83.16,6.64,29.1,29.89,1661,,
0.785201507,5/14/2016,11,1.00,10,9.09,1.88,60.88,21.00,29.29,30.08,2342,,
0.695791556,6/18/2017,14,0.15,10,26.80,15.79,49.44,16.20,28.95,29.74,1385.25,,
0.474663488,3/27/2017,8,0.39,7.32,10.69,10.00,90.80,5.76,29.15,29.94,610,,
0.431255745,9/19/2016,13,0.00,10,30.13,11.94,30.52,9.92,29.27,30.06,4452.25,,
0.321138098,12/31/2016,15,0.00,10,6.04,-0.85,21.02,14.12,8.51,29.77,885,,
0.897997533,9/11/2017,12,0.00,10,23.01,9.59,42.76,10.44,29.41,30.21,4157.75,,
0.675946221,2/19/2016,14,0.00,10,17.42,5.62,45.20,27.92,28.96,29.75,3598.25,,
0.106346452,3/14/2017,6,0.78,9.92,-7.78,-7.85,91.68,7.72,29.45,30.25,0,,
0.252331451,7/24/2016,13,0.00,10,31.63,25.00,70.00,10.00,29.14,29.96,3725.25,,
0.085780449,6/9/2016,12,0.84,10,25.77,14.44,48.48,8.00,29.24,30.03,1417.75,,
0.906234806,3/9/2016,10,1.00,10,17.85,13.98,76.71,11.99,29.16,29.95,965,,
0.464354128,10/8/2017,13,0.01,10,25.74,11.02,40.28,11.72,28.98,29.77,4323.75,,
0.915190347,7/17/2016,7,0.42,10,21.71,20.19,87.84,8.00,29.32,30.11,755,,
0.176345111,6/14/2017,11,0.63,10,32.47,21.98,51.72,12.52,29.13,29.92,3811,,
0.229087542,3/29/2016,17,0.00,10,13.22,0.58,40.52,10.20,29.39,30.19,1482.75,,
0.324378618,9/14/2016,7,0.98,3.52,20.42,20.07,96.56,6.37,29.39,30.2,155.5,,
0.773151833,4/4/2017,8,1.00,5.53,11.21,10.59,93.39,12.65,28.91,29.7,512.5,,
0.996640202,9/27/2017,7,0.30,10,18.52,14.73,74.60,13.48,29.3,30.09,379.43,,
0.405909512,6/13/2016,12,0.00,10,30.45,15.00,39.00,0.00,29.17,29.99,4181.25,,
0.498144,2/10/2016,15,0.38,10,-6.67,-12.92,59.04,10.52,29.27,30.06,880.25,,
0.893187568,7/8/2016,11,0.44,10,28.81,23.75,73.77,9.29,29.08,29.87,3891.75,,
0.949793682,10/3/2016,13,1.00,10,21.19,12.50,57.28,0.20,29.28,30.07,2183.25,,
0.050962122,8/3/2016,17,0.39,10,28.19,22.02,59.66,5.33,29.21,30,1194.5,,
0.598896225,10/4/2016,8,0.00,10,19.64,14.37,69.60,8.76,29.28,30.07,1681.75,,
0.814717523,10/22/2017,6,0.31,10,17.65,14.57,80.68,13.20,29.19,29.98,0,,
0.200769403,2/21/2016,9,0.00,10,5.67,2.14,79.53,10.00,29.26,30.06,3465,,
0.554265583,5/23/2017,13,0.92,10,20.22,11.28,53.64,5.08,28.95,29.74,1830,,
0.504323091,8/9/2016,13,0.69,10,29.33,19.88,51.89,5.11,29.22,30.01,1866.75,,
0.509472815,10/28/2017,15,1.00,10,4.18,-0.04,74.60,12.16,29.14,29.93,338.5,,
0.397027558,12/16/2016,14,1.00,10,-4.78,-11.41,58.72,15.68,29.17,29.96,167.25,,
0.505831043,2/20/2017,8,1.00,0.24,8.01,8.05,99.47,8.73,29.34,30.14,881.75,,
0.09365693,11/18/2016,7,0.00,10,13.45,8.58,72.64,12.56,29.09,29.88,408.75,,
0.926530806,8/10/2016,16,0.21,10,30.67,21.95,55.94,3.12,29.25,30.05,2567.75,,
0.939149069,5/21/2016,7,0.32,10,15.00,8.23,58.55,7.04,29.31,30.1,665,,
0.270248604,6/9/2016,16,0.00,10,29.44,14.70,37.28,13.00,29.15,29.94,2743.75,,
0.237279802,3/14/2017,12,1.00,2.28,-3.12,-5.32,83.76,4.44,29.5,30.3,351.25,,
0.04476074,5/28/2017,16,0.42,10,25.38,12.39,42.32,18.20,28.99,29.78,2866.75,,
0.5698771,8/21/2017,16,0.24,10,28.69,22.74,66.60,7.72,29.24,30.03,1643.75,,
0.531767636,9/24/2016,15,0.62,10,30.45,19.93,51.92,7.80,29.29,30.08,2507.75,,
0.181052199,12/18/2016,13,0.44,9.84,-12.51,-14.92,81.12,10.32,29.73,30.53,2063,,
0.561771503,5/13/2017,16,0.00,10,26.41,8.68,30.36,14.68,29.07,29.86,2966.75,,
0.841180835,4/25/2016,8,0.00,10,22.29,12.60,52.60,15.36,29.01,29.8,2024.5,,
0.202815322,6/19/2017,6,0.16,10,19.60,16.34,79.52,7.96,29.09,29.88,94.13,,
0.275337681,11/15/2016,16,0.00,10,12.69,7.12,65.76,7.12,29.12,29.91,84.93,,
0.941126823,6/18/2016,8,0.00,10,25.14,12.70,43.04,10.76,29.41,30.21,2175.5,,
0.737155615,9/15/2016,13,0.56,10,27.61,18.96,57.52,5.80,29.35,30.14,3208.75,,
0.246495654,9/1/2017,9,0.28,10,15.91,11.62,75.20,17.04,29.32,30.12,2299,,
0.654725205,6/24/2016,12,0.75,10,26.97,20.14,63.83,1.82,29.29,30.08,2828.5,,
0.815629102,10/18/2016,13,1.00,10,25.63,19.95,68.16,12.00,28.97,29.76,590.5,,
0.708976707,2/22/2016,10,0.41,10,4.11,-1.27,65.72,10.68,29.37,30.17,3160.5,,
0.994784925,2/12/2017,12,0.29,10,10.46,3.35,61.80,29.00,29.35,30.14,4637.25,,
0.974809385,8/15/2016,14,1.00,6.68,24.20,23.41,94.50,13.53,29.16,29.96,817.25,,
0.709667193,4/18/2017,17,0.55,10,24.04,13.66,49.92,16.00,29.19,29.98,0,,
0.892741828,9/24/2017,14,0.53,10,33.26,15.27,32.84,5.00,29.22,30.01,3499.5,,
0.064492899,10/9/2017,9,1.00,1.08,18.80,18.49,98.12,0.26,29.15,29.94,959,,
0.486964358,12/31/2016,14,0.00,10,7.01,-0.57,56.96,15.12,28.96,29.75,1905.5,,
0.419249629,10/8/2017,11,0.00,10,23.52,13.16,53.44,10.16,29.05,29.84,4300.25,,
0.844461954,1/6/2017,17,0.73,10,-14.99,-18.01,69.80,5.12,29.54,30.34,0,,
0.554613695,3/27/2017,13,1.00,10,15.61,11.65,80.17,7.60,29.09,29.88,1858.5,,
0.879824301,7/6/2016,15,0.00,10,21.99,2.95,21.66,6.96,29.07,29.86,2437.5,,
0.067282356,5/30/2017,12,0.54,10,24.09,5.11,29.48,16.96,29.23,30.02,2810.25,,
0.028594482,9/21/2016,16,0.00,10,29.38,19.62,59.93,13.68,29.35,30.14,1801.5,,
0.242457467,7/29/2016,11,0.94,10,26.18,22.79,76.67,6.00,29.15,29.94,2478.25,,
0.203102346,9/15/2016,6,0.96,2.46,17.98,17.64,97.92,7.04,29.41,30.21,21.4,,
0.399347109,10/13/2017,12,0.00,10,22.93,15.28,63.64,13.68,29.31,30.11,4224.5,,
0.988293103,11/4/2016,11,0.00,10,14.63,7.19,60.56,4.72,29.64,30.44,4099.25,,
0.642358528,12/10/2016,7,0.04,9.04,-5.22,-8.02,21.93,6.40,8.54,30.54,77.01,,
0.908362105,7/1/2016,15,0.01,10,25.15,11.98,43.48,8.76,29.3,30.09,3090,,
0.579272074,7/15/2017,12,1.00,10,23.29,16.87,64.64,0.20,29.36,30.15,2913.5,,
0.998627007,8/12/2017,15,0.14,10,25.10,12.39,44.56,9.00,29.27,30.06,3771.75,,
0.647006992,12/2/2016,6,1.00,10,2.28,0.44,85.72,8.32,29.35,30.15,0,,
0.651443506,7/8/2017,6,0.00,10,19.26,17.35,87.12,6.60,29.21,30,205.68,,
0.819877351,7/10/2016,17,0.02,10,27.34,18.99,57.89,5.67,29.22,30.01,1931.75,,
0.695318472,4/27/2016,8,1.00,5.64,12.17,9.62,81.20,17.28,29,29.79,357.25,,
0.139211017,8/17/2016,6,1.00,0.04,21.48,21.73,98.93,3.21,29.34,30.14,29.75,,
0.922800305,8/17/2017,13,0.81,10,28.44,21.14,62.36,14.81,29.03,29.82,3580.75,,
0.762993105,3/30/2016,8,1.00,10,9.05,2.28,63.80,14.12,29.15,29.94,366.5,,
0.710889043,8/10/2016,15,0.42,10,31.08,21.99,56.04,3.64,29.27,30.06,2502.5,,
0.987128949,5/14/2017,8,0.00,10,23.79,13.31,50.64,14.72,29.17,29.96,2386.5,,
0.82891271,6/24/2017,9,0.53,10,21.71,14.99,63.88,12.60,29.23,30.02,1032,,
0.657300491,9/22/2016,9,0.00,10,27.32,17.68,55.44,7.08,29.31,30.11,2883.25,,
0.438946939,10/1/2017,17,0.00,10,21.29,7.20,38.60,6.36,29.31,30.1,819.25,,
0.149625295,2/3/2017,10,0.15,10,-5.06,-11.95,21.06,12.12,8.54,30.51,3659.25,,
0.701077334,9/4/2016,17,0.00,10,25.84,17.50,63.36,6.00,29.33,30.12,1424.5,,
0.360354672,9/15/2016,9,0.03,9.96,22.21,18.65,76.64,6.76,29.42,30.22,1248.75,,
0.34648454,3/15/2017,6,0.00,10,-9.86,-12.79,72.88,9.64,29.58,30.38,0,,
0.619733781,7/11/2017,17,0.01,10,29.03,25.61,80.64,8.84,29.14,29.93,1748.5,,
0.500061004,6/20/2016,16,0.64,10,32.32,21.96,53.84,13.36,29.25,30.04,2464,,
0.081134252,7/16/2016,6,0.00,9.92,18.15,16.32,86.16,6.92,29.34,30.14,146.58,,
0.489048538,5/29/2017,7,0.00,10,20.87,13.09,58.64,6.40,29.09,29.88,1194.5,,
0.491223735,4/18/2016,13,0.00,10,27.62,3.88,20.32,8.52,29.45,30.25,4383.75,,
0.31073355,12/15/2016,16,0.00,10,-9.51,-18.86,45.44,2.84,29.65,30.45,15.18,,
0.171916761,3/3/2016,16,1.00,1.17,3.37,1.81,96.00,7.81,29.17,29.96,75,,
0.258856192,8/27/2016,7,0.83,10,23.42,22.41,93.52,5.40,29.31,30.1,529.5,,
0.291601134,5/4/2017,6,1.00,4.96,8.20,7.90,94.92,21.92,29.08,29.88,5.01,,
0.740004381,9/19/2017,17,0.14,10,26.24,20.32,71.25,0.12,29.11,29.9,1070,,
0.913823511,5/9/2017,7,0.52,10,12.40,9.29,79.48,13.04,29.11,29.9,432.75,,
0.277147787,5/5/2016,15,0.15,10,18.86,5.74,41.88,9.08,29.17,29.96,2366.25,,
0.281752157,11/2/2016,12,0.99,7.12,23.15,17.01,74.81,5.04,29.34,30.13,2250.5,,
0.11260169,2/24/2016,14,1.00,0.82,0.54,-0.11,92.00,28.91,28.66,29.45,220.25,,
0.856757657,8/28/2016,13,0.16,10,30.87,23.91,63.64,5.96,29.37,30.17,3681.25,,
0.269471384,4/13/2017,12,0.43,10,24.18,12.08,45.64,7.40,29.4,30.2,4545.25,,
