DATE,HourlyDewPointTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySkyConditions,HourlyVisibility,HourlyDryBulbTemperature,HourlyWetBulbTemperature
2016-01-28T18:51:00,10,0.00,92,CLR:00,5.00,12,11
2016-01-28T19:51:00,10,0.00,88,CLR:00,5.00,13,12
2016-01-28T20:51:00,13,0.00,84,OVC:08 90,5.00,17,16
2016-01-28T21:51:00,16,0.00,85,BKN:07 55 BKN:07 80 OVC:08 110,5.00,20,19
2016-01-28T22:16:00,15,T,92,OVC:08 28,2.50,17,16
2016-01-28T22:23:00,15,T,88,OVC:08 20,1.25,18,17
2016-01-28T22:30:00,16,T,92,VV:09 14,0.75,18,17
2016-01-28T22:51:00,16,T,92,VV:09 10,0.75,18,17
2016-01-28T23:11:00,16,T,92,VV:09 9,0.50,18,17
2016-01-28T23:33:00,17,T,96,VV:09 7,0.50,18,18
2016-01-28T23:51:00,17,T,92,VV:09 8,0.75,19,18
2016-01-28T23:58:00,17,T,92,OVC:08 9,1.00,19,18
2016-01-28T23:59:00,,,,,,,
2016-01-29T00:12:00,18,T,92,OVC:08 10,0.75,20,19
2016-01-29T00:28:00,18,T,92,OVC:08 10,1.25,20,19
2016-01-29T00:51:00,18,T,92,BKN:07 10 BKN:07 14 OVC:08 21,2.00,20,19
2016-01-29T01:06:00,20,T,92,BKN:07 10 OVC:08 21,3.00,22,21
2016-01-29T01:29:00,20,T,92,BKN:07 10 OVC:08 24,2.50,22,21
2016-01-29T01:32:00,20,T,88,FEW:02 6 SCT:04 10 OVC:08 24,2.50,23,22
2016-01-29T01:49:00,21,,86,SCT:04 8 BKN:07 24 OVC:08 32,3.00,25,24
2016-01-29T01:51:00,21,T,88,SCT:04 8 BKN:07 24 OVC:08 32,3.00,24,23
2016-01-29T01:56:00,22,,91,BKN:07 8 BKN:07 26 OVC:08 32,3.00,24,23
2016-01-29T02:06:00,22,T,96,BKN:07 9 BKN:07 24 OVC:08 32,2.00,23,23
2016-01-29T02:25:00,22,T,96,SCT:04 10 SCT:04 24 OVC:08 32,2.50,23,23
2016-01-29T02:30:00,21,T,92,FEW:02 10 SCT:04 24 OVC:08 31,3.00,23,22
2016-01-29T02:51:00,21,T,92,FEW:02 10 BKN:07 23 OVC:08 31,2.50,23,22
2016-01-29T02:58:00,21,T,92,FEW:02 10 BKN:07 21 OVC:08 31,1.50,23,22
2016-01-29T03:18:00,22,T,91,SCT:04 22 OVC:08 36,1.50,24,23
2016-01-29T03:28:00,24,T,96,FEW:02 23 OVC:08 38,2.00,25,25
2016-01-29T03:49:00,23,,93,BKN:07 41 OVC:08 65,3.00,25,24
2016-01-29T03:51:00,23,T,92,BKN:07 42 OVC:08 65,2.50,25,24
2016-01-29T04:29:00,22,,96,OVC:08 39,3.00,23,23
2016-01-29T04:38:00,22,,91,BKN:07 37 OVC:08 65,2.50,24,23
2016-01-29T04:46:00,22,,91,FEW:02 6 BKN:07 37 OVC:08 65,2.50,24,23
2016-01-29T04:51:00,23,0.00,96,SCT:04 6 BKN:07 37 OVC:08 65,2.50,24,24
2016-01-29T05:01:00,24,,100,BKN:07 6 OVC:08 65,2.50,24,24
2016-01-29T05:14:00,22,,91,SCT:04 6 BKN:07 50 OVC:08 65,2.50,24,23
2016-01-29T05:28:00,24,,96,FEW:02 6 SCT:04 42 OVC:08 60,3.00,25,25
2016-01-29T05:51:00,24,0.00,96,BKN:07 42 OVC:08 60,2.50,25,25
2016-01-29T06:02:00,24,,96,BKN:07 43 OVC:08 60,3.00,25,25
2016-01-29T06:29:00,24,,96,OVC:08 60,2.50,25,25
2016-01-29T06:49:00,23,,93,BKN:07 55,1.75,25,24
2016-01-29T06:51:00,22,0.00,91,BKN:07 55,1.75,24,23
2016-01-29T07:27:00,20,,96,VV:09 5,0.75,21,21
2016-01-29T07:34:00,18,,96,VV:09 6,0.25,19,19
2016-01-29T07:41:00,20,,100,VV:09 5,1.00,20,20
2016-01-29T07:46:00,18,,100,FEW:02 6,1.50,18,18
2016-01-29T07:51:00,17,0.00,100,VV:09 5,0.50,17,17
2016-01-29T07:57:00,12,,100,VV:09 3,0.25,12,12
2016-01-29T08:51:00,20,0.00,96,VV:09 1,0.00,21,21
2016-01-29T09:51:00,21,0.00,92,VV:09 1,0.00,23,22
2016-01-29T10:45:00,25,,96,VV:09 2,1.00,26,26
2016-01-29T10:49:00,25,,93,FEW:02 2,1.25,27,26
2016-01-29T10:51:00,24,0.00,89,FEW:02 2,1.25,27,26
2016-01-29T11:51:00,26,0.00,100,BKN:07 85 OVC:08 110,1.50,26,26
2016-01-29T12:29:00,27,,96,SCT:04 3 OVC:08 85,1.25,28,28
2016-01-29T12:51:00,25,0.00,88,SCT:04 3 OVC:08 75,1.75,28,27
2016-01-29T13:39:00,27,,92,FEW:02 6 OVC:08 60,2.50,29,28
2016-01-29T13:51:00,26,0.00,89,OVC:08 60,2.50,29,28
2016-01-29T14:51:00,28,0.00,89,OVC:08 50,2.50,31,30
2016-01-29T15:30:00,29,,88,OVC:08 44,3.00,32,31
2016-01-29T15:51:00,29,T,82,BKN:07 32 OVC:08 42,4.00,34,32
2016-01-29T16:18:00,31,0.01,92,BKN:07 34 OVC:08 46,2.50,33,32
2016-01-29T16:43:00,32,0.02,96,FEW:02 21 BKN:07 29 OVC:08 37,2.00,33,33
2016-01-29T16:49:00,32,,93,FEW:02 21 BKN:07 29 OVC:08 37,1.75,34,33
2016-01-29T16:51:00,32,0.03,96,FEW:02 21 BKN:07 29 OVC:08 37,2.00,33,33
2016-01-29T16:59:00,31,T,92,FEW:02 21 BKN:07 31 OVC:08 42,2.00,33,32
2016-01-29T17:05:00,32,T,96,BKN:07 33 OVC:08 44,1.75,33,33
2016-01-29T17:46:00,33,0.02,100,FEW:02 25 OVC:08 32,2.50,33,33
2016-01-29T17:51:00,33,0.03,100,FEW:02 25 BKN:07 32 OVC:08 39,2.50,33,33
2016-01-29T18:41:00,33,0.02,100,OVC:08 42,3.00,33,33
2016-01-29T18:51:00,33,0.03,100,SCT:04 34 OVC:08 42,3.00,33,33
2016-01-29T19:51:00,33,0.01,100,FEW:02 33 BKN:07 42 OVC:08 55,3.00,33,33
2016-01-29T20:51:00,33,0.01,97,SCT:04 38 BKN:07 45 OVC:08 50,4.00,34,34
2016-01-29T21:51:00,34,0.04,96,FEW:02 36 BKN:07 47 OVC:08 55,4.00,35,35
2016-01-29T22:51:00,38,0.04,82,BKN:07 48 OVC:08 55,9.00,43,41
2016-01-29T23:36:00,34,0.02,89,SCT:04 23 BKN:07 29 OVC:08 55,7.00,37,36
2016-01-29T23:41:00,34,0.02,89,SCT:04 23 BKN:07 30 OVC:08 44,8.00,37,36
2016-01-29T23:49:00,36,0.02,93,BKN:07 23 OVC:08 34,9.00,37,37
2016-01-29T23:51:00,35,0.02,93,BKN:07 23 OVC:08 34,9.00,37,36
2016-01-29T23:59:00,,,,,,,
2016-01-30T00:51:00,34,0.04,96,FEW:02 18 BKN:07 25 OVC:08 32,8.00,35,35
2016-01-30T01:12:00,34,0.02,100,BKN:07 11 BKN:07 19 OVC:08 25,7.00,34,34
2016-01-30T01:34:00,33,0.03,97,OVC:08 11,2.50,34,34
2016-01-30T01:51:00,33,0.05,100,OVC:08 10,2.50,33,33
2016-01-30T01:59:00,32,T,96,OVC:08 10,1.75,33,33
2016-01-30T02:07:00,32,T,96,BKN:07 8 OVC:08 15,2.00,33,33
2016-01-30T02:14:00,32,T,96,SCT:04 8 OVC:08 17,2.50,33,33
2016-01-30T02:20:00,33,0.01,100,FEW:02 8 OVC:08 17,3.00,33,33
2016-01-30T02:27:00,33,0.01,100,FEW:02 8 OVC:08 17,2.50,33,33
2016-01-30T02:44:00,33,0.01,100,SCT:04 7 OVC:08 17,1.75,33,33
2016-01-30T02:49:00,34,0.01,100,SCT:04 7 OVC:08 15,2.00,34,34
2016-01-30T02:51:00,33,0.02,100,SCT:04 7 OVC:08 15,2.00,33,33
2016-01-30T03:01:00,33,T,100,FEW:02 7 OVC:08 13,2.00,33,33
2016-01-30T03:09:00,33,T,100,SCT:04 9 OVC:08 15,2.50,33,33
2016-01-30T03:25:00,33,0.01,100,FEW:02 10 OVC:08 14,2.50,33,33
2016-01-30T03:49:00,34,0.02,100,OVC:08 15,2.00,34,34
2016-01-30T03:51:00,33,0.02,100,OVC:08 15,2.00,33,33
2016-01-30T03:57:00,33,T,100,FEW:02 4 FEW:02 9 OVC:08 14,2.50,33,33
2016-01-30T04:11:00,33,T,100,FEW:02 4 FEW:02 8 OVC:08 12,1.50,33,33
2016-01-30T04:29:00,32,T,96,OVC:08 9,1.50,33,33
2016-01-30T04:42:00,32,T,100,FEW:02 6 OVC:08 11,1.50,32,32
2016-01-30T04:51:00,32,T,100,SCT:04 6 OVC:08 11,1.75,32,32
2016-01-30T04:57:00,32,T,100,SCT:04 6 OVC:08 9,1.25,32,32
2016-01-30T05:06:00,32,T,100,BKN:07 4 OVC:08 8,1.75,32,32
2016-01-30T05:18:00,32,T,100,BKN:07 4 OVC:08 14,2.00,32,32
2016-01-30T05:22:00,32,T,100,SCT:04 3 OVC:08 14,1.75,32,32
2016-01-30T05:37:00,32,T,100,FEW:02 3 OVC:08 15,1.75,32,32
2016-01-30T05:48:00,32,T,100,OVC:08 15,2.00,32,32
2016-01-30T05:51:00,32,T,100,OVC:08 15,2.00,32,32
2016-01-30T06:03:00,32,T,100,OVC:08 14,2.00,32,32
2016-01-30T06:13:00,32,T,100,OVC:08 12,1.75,32,32
2016-01-30T06:25:00,32,T,100,VV:09 8,1.00,32,32
2016-01-30T06:36:00,32,T,100,VV:09 7,1.00,32,32
2016-01-30T06:41:00,32,T,100,VV:09 7,0.75,32,32
2016-01-30T06:51:00,32,0.01,100,VV:09 6,0.50,32,32
2016-01-30T06:59:00,32,T,100,VV:09 5,0.75,32,32
2016-01-30T07:51:00,31,T,100,VV:09 5,0.75,31,31
2016-01-30T08:04:00,31,T,100,VV:09 6,0.25,31,31
2016-01-30T08:51:00,31,T,100,VV:09 7,0.25,31,31
2016-01-30T09:42:00,30,T,100,VV:09 12,0.75,30,30
2016-01-30T09:49:00,30,,100,VV:09 14,1.00,30,30
2016-01-30T09:51:00,30,T,100,VV:09 14,1.00,30,30
2016-01-30T10:00:00,30,T,100,FEW:02 9 OVC:08 15,1.00,30,30
2016-01-30T10:39:00,30,T,96,FEW:02 3 OVC:08 18,0.75,31,31
2016-01-30T10:51:00,30,T,96,FEW:02 3 BKN:07 18 OVC:08 29,0.75,31,31
2016-01-30T10:56:00,30,T,96,FEW:02 4 BKN:07 18 OVC:08 29,1.00,31,31
2016-01-30T11:20:00,30,T,100,BKN:07 32 OVC:08 46,2.50,30,30
2016-01-30T11:26:00,29,T,96,BKN:07 34 OVC:08 46,3.00,30,30
2016-01-30T11:51:00,30,T,100,BKN:07 39 OVC:08 47,3.00,30,30
2016-01-30T12:38:00,29,0.02,88,FEW:02 17 BKN:07 21 OVC:08 60,10.00,32,31
2016-01-30T12:51:00,29,0.03,88,OVC:08 20,10.00,32,31
2016-01-30T13:06:00,29,0.01,85,SCT:04 19 BKN:07 46 OVC:08 55,10.00,33,31
2016-01-30T13:44:00,29,0.01,88,BKN:07 23 OVC:08 30,10.00,32,31
2016-01-30T13:51:00,28,0.00,82,BKN:07 23 OVC:08 30,10.00,33,31
2016-01-30T14:31:00,31,0.01,96,SCT:04 24 OVC:08 60,9.00,32,32
2016-01-30T14:51:00,30,0.03,92,OVC:08 70,10.00,32,31
2016-01-30T15:09:00,29,0.01,88,FEW:02 19 BKN:07 23 OVC:08 75,10.00,32,31
2016-01-30T15:51:00,28,0.02,92,FEW:02 16 BKN:07 22 OVC:08 34,10.00,30,29
2016-01-30T16:16:00,28,T,92,SCT:04 24 SCT:04 30 OVC:08 40,3.00,30,29
2016-01-30T16:30:00,28,T,89,FEW:02 8 BKN:07 28 OVC:08 43,4.00,31,30
2016-01-30T16:34:00,27,T,88,FEW:02 8 BKN:07 33 OVC:08 40,2.00V,30,29
2016-01-30T16:40:00,27,T,92,FEW:02 8 BKN:07 28 OVC:08 50,1.00,29,28
2016-01-30T16:45:00,27,T,92,FEW:02 8 BKN:07 22 OVC:08 40,0.75,29,28
2016-01-30T16:49:00,27,,93,FEW:02 8 BKN:07 22 OVC:08 32,0.75,28,28
2016-01-30T16:51:00,27,T,92,FEW:02 8 OVC:08 24,1.00,29,28
2016-01-30T17:00:00,28,T,96,OVC:08 30,3.00,29,29
2016-01-30T17:51:00,25,T,92,FEW:02 11 SCT:04 49 BKN:07 120,10.00,27,26
2016-01-30T18:51:00,24,0.00,92,FEW:02 48 SCT:04 70 SCT:04 120,10.00,26,25
2016-01-30T19:51:00,24,0.00,96,OVC:08 50,10.00,25,25
2016-01-30T20:51:00,25,0.00,96,BKN:07 48 OVC:08 55,10.00,26,26
2016-01-30T21:51:00,25,T,92,OVC:08 48,10.00,27,26
2016-01-30T22:51:00,24,0.00,96,FEW:02 50 OVC:08 65,10.00,25,25
2016-01-30T23:51:00,23,T,96,FEW:02 45 OVC:08 65,9.00,24,24
2016-01-30T23:59:00,,,,,,,
2016-01-31T00:51:00,23,T,96,FEW:02 43 OVC:08 65,10.00,24,24
2016-01-31T01:51:00,23,T,100,FEW:02 44 OVC:08 75,10.00,23,23
2016-01-31T02:51:00,22,0.00,96,SCT:04 35 OVC:08 46,10.00,23,23
2016-01-31T03:51:00,23,T,100,SCT:04 31 BKN:07 50 OVC:08 60,7.00,23,23
2016-01-31T04:01:00,21,T,92,BKN:07 27 OVC:08 50,5.00,23,22
2016-01-31T04:37:00,22,T,100,FEW:02 2 OVC:08 18,4.00,22,22
2016-01-31T04:51:00,21,T,96,SCT:04 2 BKN:07 15 OVC:08 48,6.00,22,22
2016-01-31T05:00:00,21,,100,SCT:04 3 BKN:07 47 BKN:07 60,9.00,21,21
2016-01-31T05:25:00,19,,96,FEW:02 37 FEW:02 60,1.75V,20,20
2016-01-31T05:31:00,18,,96,FEW:02 1 SCT:04 37,0.25,19,19
2016-01-31T05:49:00,14,,93,FEW:02 1 SCT:04 50 OVC:08 60,1.00,16,15
2016-01-31T05:51:00,15,0.00,96,FEW:02 1 SCT:04 50 OVC:08 60,1.00,16,16
2016-01-31T06:09:00,17,,100,OVC:08 60,3.00,17,17
2016-01-31T06:34:00,16,,92,OVC:08 60,1.50,18,17
2016-01-31T06:39:00,17,,92,FEW:02 1 OVC:08 60,0.50,19,18
2016-01-31T06:51:00,19,0.00,100,FEW:02 12 OVC:08 60,0.25,19,19
2016-01-31T07:00:00,18,,96,FEW:02 2 FEW:02 6 OVC:08 60,0.50,19,19
2016-01-31T07:06:00,19,,96,FEW:02 1 FEW:02 16 OVC:08 60,2.50V,20,20
2016-01-31T07:11:00,19,,96,FEW:02 1 SCT:04 16 OVC:08 60,4.00,20,20
2016-01-31T07:39:00,14,,95,FEW:02 2 FEW:02 60,1.25,15,15
2016-01-31T07:45:00,10,,92,VV:09 2,0.25,12,11
2016-01-31T07:51:00,10,0.00,96,VV:09 1,0.25,11,11
2016-01-31T07:58:00,13,,91,SCT:04 1,2.00,15,14
2016-01-31T08:03:00,14,,95,SCT:04 1,1.25,15,15
2016-01-31T08:08:00,13,,91,VV:09 1,0.25,15,14
2016-01-31T08:51:00,9,0.00,87,VV:09 1,0.25,12,11
2016-01-31T09:51:00,19,0.00,96,VV:09 2,0.00,20,20
2016-01-31T10:51:00,22,0.00,91,VV:09 2,0.25,24,23
2016-01-31T11:51:00,22,0.00,91,OVC:08 3,0.75,24,23
2016-01-31T12:05:00,23,,96,OVC:08 2,1.00,24,24
2016-01-31T12:20:00,23,,96,OVC:08 2,0.75,24,24
2016-01-31T12:51:00,23,0.00,96,OVC:08 2,0.75,24,24
2016-01-31T12:56:00,22,,91,OVC:08 2,1.25,24,23
2016-01-31T13:14:00,22,,88,OVC:08 2,2.00,25,24
2016-01-31T13:22:00,22,,84,OVC:08 2,4.00,26,25
2016-01-31T13:51:00,21,0.00,85,OVC:08 3,5.00,25,24
2016-01-31T14:51:00,22,0.00,88,OVC:08 5,10.00,25,24
2016-01-31T15:51:00,22,0.00,91,OVC:08 5,10.00,24,23
2016-01-31T16:41:00,20,,88,OVC:08 6,10.00,23,22
2016-01-31T16:51:00,21,0.00,96,OVC:08 6,10.00,22,22
2016-01-31T17:26:00,20,,92,OVC:08 5,10.00,22,21
2016-01-31T17:51:00,21,0.00,96,OVC:08 5,8.00,22,22
2016-01-31T18:10:00,20,,96,OVC:08 4,8.00,21,21
2016-01-31T18:51:00,20,0.00,96,OVC:08 4,3.00,21,21
2016-01-31T18:56:00,20,,96,OVC:08 3,2.50,21,21
2016-01-31T19:06:00,19,,96,OVC:08 3,1.50,20,20
2016-01-31T19:23:00,20,,100,VV:09 3,0.75,20,20
2016-01-31T19:34:00,20,,100,OVC:08 3,1.00,20,20
2016-01-31T19:49:00,19,,100,OVC:08 3,2.00,19,19
2016-01-31T19:51:00,20,0.00,100,OVC:08 3,2.00,20,20
2016-01-31T20:01:00,20,,100,OVC:08 3,3.00,20,20
2016-01-31T20:35:00,20,,96,OVC:08 2,2.00,21,21
2016-01-31T20:42:00,21,,100,OVC:08 2,1.50,21,21
2016-01-31T20:51:00,21,0.00,100,OVC:08 3,1.25,21,21
2016-01-31T21:49:00,19,,93,VV:09 3,0.75,21,20
2016-01-31T21:51:00,20,0.00,96,VV:09 3,0.75,21,21
2016-01-31T22:51:00,21,0.00,100,VV:09 3,0.50,21,21
2016-01-31T23:00:00,21,,100,OVC:08 3,1.25,21,21
2016-01-31T23:34:00,21,,100,OVC:08 3,3.00,21,21
2016-01-31T23:51:00,19,0.00,92,OVC:08 3,4.00,21,20
2016-01-31T23:59:00,,,,,,,
2016-01-31T23:59:00,,,,,,,
2016-02-01T00:15:00,20,,96,OVC:08 3,1.75,21,21
2016-02-01T00:49:00,19,,93,OVC:08 3,2.50,21,20
2016-02-01T00:51:00,20,0.00,96,OVC:08 3,4.00,21,21
2016-02-01T01:20:00,20,,96,OVC:08 4,1.75,21,21
2016-02-01T01:51:00,20,0.00,96,OVC:08 3,2.00,21,21
2016-02-01T01:59:00,20,,96,OVC:08 3,4.00,21,21
2016-02-01T02:17:00,20,,96,SCT:04 3 SCT:04 33 OVC:08 60,5.00,21,21
2016-02-01T02:51:00,20,0.00,96,OVC:08 55,6.00,21,21
2016-02-01T03:51:00,19,0.00,96,BKN:07 60 OVC:08 70,7.00,20,20
2016-02-01T04:51:00,17,0.00,92,OVC:08 70,6.00,19,18
2016-02-01T05:51:00,17,0.00,89,OVC:08 75,10.00,20,19
2016-02-01T06:51:00,17,0.00,89,OVC:08 70,10.00,20,19
2016-02-01T07:51:00,19,0.00,92,OVC:08 65,10.00,21,20
2016-02-01T08:51:00,15,T,78,BKN:07 48 OVC:08 55,9.00,21,19
2016-02-01T09:48:00,16,T,80,BKN:07 28 OVC:08 36,6.00,21,19
2016-02-01T09:51:00,15,T,75,BKN:07 28 OVC:08 36,7.00,22,20
2016-02-01T10:07:00,14,T,71,BKN:07 30 OVC:08 43,10.00,22,19
2016-02-01T10:51:00,13,0.00,68,OVC:08 55,10.00,22,19
2016-02-01T11:51:00,12,0.00,63,OVC:08 65,10.00,23,20
2016-02-01T12:51:00,13,0.00,65,SCT:04 60 OVC:08 95,10.00,23,20
2016-02-01T13:51:00,13,0.00,65,BKN:07 75 OVC:08 90,10.00,23,20
2016-02-01T14:51:00,13,0.00,62,SCT:04 110,10.00,24,20
2016-02-01T15:51:00,14,0.00,68,CLR:00,10.00,23,20
2016-02-01T16:51:00,13,0.00,65,CLR:00,10.00,23,20
2016-02-01T17:51:00,13,0.00,71,OVC:08 55,10.00,21,19
2016-02-01T18:51:00,13,0.00,74,OVC:08 60,10.00,20,18
2016-02-01T19:51:00,13,0.00,77,OVC:08 65,10.00,19,17
2016-02-01T20:51:00,11,0.00,74,BKN:07 70,10.00,18,16
2016-02-01T21:51:00,11,0.00,74,OVC:08 75,10.00,18,16
2016-02-01T22:51:00,8,0.00,77,OVC:08 75,10.00,14,12
2016-02-01T23:51:00,9,0.00,77,BKN:07 75,10.00,15,13
2016-02-01T23:59:00,,,,,,,
2016-02-02T00:51:00,3,0.00,91,FEW:02 70,10.00,5,5
2016-02-02T01:51:00,1,0.00,91,CLR:00,10.00,3,3
2016-02-02T02:51:00,0,0.00,95,CLR:00,10.00,1,1
2016-02-02T03:33:00,-4,,83,FEW:02 2,10.00,0,-1
2016-02-02T03:38:00,-5,,87,VV:09 1,1.00,-2,-3
2016-02-02T03:43:00,-5,,87,VV:09 1,0.50,-2,-3
2016-02-02T03:49:00,-8,,92,VV:09 1,1.00,-6,-6
2016-02-02T03:51:00,-8,0.00,87,BKN:07 1,2.00,-5,-5
2016-02-02T03:57:00,-6,,86,BKN:07 1,9.00,-3,-3
2016-02-02T04:03:00,-9,,86,BKN:07 1,1.75V,-6,-6
2016-02-02T04:11:00,-9,,91,VV:09 2,0.50,-7,-7
2016-02-02T04:35:00,-3,,96,SCT:04 1,1.25,-2,-2
2016-02-02T04:41:00,-2,,95,FEW:02 1,10.00,-1,-1
2016-02-02T04:51:00,0,0.00,95,CLR:00,10.00,1,1
2016-02-02T05:39:00,-9,,86,CLR:00,1.75,-6,-6
2016-02-02T05:41:00,-9,,86,VV:09 1,1.00,-6,-6
2016-02-02T05:46:00,-8,,91,VV:09 1,0.50,-6,-6
2016-02-02T05:51:00,-7,0.00,100,VV:09 1,0.50,-7,-7
2016-02-02T05:57:00,-6,,96,FEW:02 1,1.25,-5,-5
2016-02-02T06:00:00,-4,,100,FEW:02 1,3.00,-4,-4
2016-02-02T06:03:00,-5,,90,FEW:02 1,1.75,-3,-3
2016-02-02T06:10:00,-7,,86,VV:09 2,0.75V,-4,-4
2016-02-02T06:19:00,-4,,87,FEW:02 3,1.25,-1,-2
2016-02-02T06:23:00,-4,,87,FEW:02 3,4.00,-1,-2
2016-02-02T06:51:00,-5,0.00,79,CLR:00,10.00,0,-1
2016-02-02T07:51:00,-7,0.00,82,CLR:00,10.00,-3,-4
2016-02-02T07:59:00,-10,,83,VV:09 2,1.00,-6,-7
2016-02-02T08:04:00,-12,,87,VV:09 2,0.25,-9,-9
2016-02-02T08:13:00,-9,,91,CLR:00,0.75,-7,-7
2016-02-02T08:17:00,-6,,100,CLR:00,2.00,-6,-6
2016-02-02T08:22:00,-6,,100,CLR:00,10.00,-6,-6
2016-02-02T08:37:00,-5,,100,FEW:02 3,3.00,-5,-5
2016-02-02T08:39:00,-5,,100,FEW:02 3,1.25V,-5,-5
2016-02-02T08:42:00,-5,,100,VV:09 2,0.75V,-5,-5
2016-02-02T08:51:00,-7,0.00,86,VV:09 2,0.25,-4,-4
2016-02-02T09:22:00,-5,,82,BKN:07 2,2.50V,-1,-2
2016-02-02T09:27:00,-6,,83,SCT:04 2,8.00,-2,-3
2016-02-02T09:38:00,-4,,91,FEW:02 2,1.50,-2,-2
2016-02-02T09:41:00,-3,,96,VV:09 2,0.75,-2,-2
2016-02-02T09:51:00,-2,0.00,95,VV:09 1,0.25,-1,-1
2016-02-02T10:26:00,2,,100,SCT:04 2,1.25V,2,2
2016-02-02T10:29:00,3,,96,SCT:04 2,3.00,4,4
2016-02-02T10:51:00,0,0.00,83,CLR:00,10.00,4,3
2016-02-02T11:51:00,7,0.00,84,CLR:00,10.00,11,10
2016-02-02T12:51:00,7,0.00,80,CLR:00,10.00,12,11
2016-02-02T13:24:00,8,,84,VV:09 2,0.50,12,11
2016-02-02T13:33:00,6,,81,FEW:02 2,2.00,11,10
2016-02-02T13:38:00,6,,81,FEW:02 2,10.00,11,10
2016-02-02T13:51:00,7,0.00,80,FEW:02 2,10.00,12,11
2016-02-02T14:40:00,9,0.02,80,VV:09 2,0.50s,14,13
2016-02-02T14:45:00,9,0.06,80,CLR:00,1.75,14,13
2016-02-02T14:49:00,9,,73,CLR:00,9.00,16,14
2016-02-02T14:51:00,8,0.08,74,CLR:00,9.00,15,13
2016-02-02T15:51:00,6,0.00,77,CLR:00,10.00,12,10
2016-02-02T16:51:00,7,0.00,73,CLR:00,10.00,14,12
2016-02-02T17:51:00,5,0.00,84,CLR:00,10.00,9,8
2016-02-02T18:51:00,1,0.00,88,BKN:07 48 OVC:08 55,10.00,4,3
2016-02-02T19:51:00,1,0.00,91,BKN:07 60,10.00,3,3
2016-02-02T20:51:00,3,0.00,87,OVC:08 65,10.00,6,5
2016-02-02T21:51:00,7,0.00,92,OVC:08 65,10.00,9,8
2016-02-02T22:51:00,7,0.00,84,FEW:02 50 OVC:08 65,10.00,11,10
2016-02-02T23:51:00,8,T,84,FEW:02 50 OVC:08 65,6.00,12,11
2016-02-02T23:59:00,,,,,,,
2016-02-03T00:51:00,7,T,84,OVC:08 46,10.00,11,10
2016-02-03T01:41:00,8,T,88,BKN:07 25 BKN:07 45 OVC:08 65,7.00,11,10
2016-02-03T01:49:00,9,T,92,BKN:07 21 BKN:07 40 OVC:08 47,1.75,10,10
2016-02-03T01:51:00,8,T,88,BKN:07 21 OVC:08 40,1.75,11,10
2016-02-03T01:58:00,9,T,92,BKN:07 21 BKN:07 38 OVC:08 70,2.50,11,10
2016-02-03T02:01:00,8,T,88,SCT:04 21 BKN:07 36 OVC:08 70,3.00,11,10
2016-02-03T02:51:00,8,T,88,OVC:08 60,8.00,11,10
2016-02-03T03:51:00,9,0.00,92,OVC:08 55,8.00,11,10
2016-02-03T04:51:00,9,T,87,OVC:08 50,6.00,12,11
2016-02-03T05:26:00,10,T,88,BKN:07 29 OVC:08 48,2.50,13,12
2016-02-03T05:31:00,10,T,88,SCT:04 28 OVC:08 50,2.50,13,12
2016-02-03T05:39:00,10,T,92,SCT:04 28 OVC:08 50,4.00,12,11
2016-02-03T05:51:00,11,T,92,OVC:08 50,5.00,13,12
2016-02-03T06:51:00,9,T,87,FEW:02 39 OVC:08 55,6.00,12,11
2016-02-03T07:51:00,11,T,92,OVC:08 50,5.00,13,12
2016-02-03T08:51:00,11,0.00,88,BKN:07 55 OVC:08 80,6.00,14,13
2016-02-03T09:51:00,12,0.00,92,OVC:08 50,6.00,14,13
2016-02-03T10:51:00,12,0.00,92,OVC:08 50,6.00,14,13
2016-02-03T11:51:00,14,0.00,81,OVC:08 50,6.00,19,17
2016-02-03T12:51:00,15,0.00,84,OVC:08 50,6.00,19,18
2016-02-03T13:51:00,16,0.00,78,OVC:08 50,8.00,22,20
2016-02-03T14:51:00,18,0.00,77,OVC:08 55,8.00,24,22
2016-02-03T15:51:00,18,0.00,75,OVC:08 50,10.00,25,23
2016-02-03T16:17:00,17,,75,SCT:04 50,2.00,24,22
2016-02-03T16:26:00,16,,74,FEW:02 50,10.00,23,21
2016-02-03T16:51:00,14,0.00,78,CLR:00,10.00,20,18
2016-02-03T17:51:00,14,0.00,81,FEW:02 50,8.00,19,17
2016-02-03T18:51:00,6,0.00,88,CLR:00,5.00,9,8
2016-02-03T19:51:00,10,0.00,88,CLR:00,8.00,13,12
2016-02-03T20:51:00,9,0.00,84,CLR:00,9.00,13,12
2016-02-03T21:09:00,4,,87,CLR:00,1.25,7,6
2016-02-03T21:24:00,8,,92,CLR:00,3.00,10,9
2016-02-03T21:36:00,5,,100,FEW:02 2,2.00V,5,5
2016-02-03T21:39:00,4,,100,VV:09 1,1.00V,4,4
2016-02-03T21:45:00,4,,95,VV:09 1,0.75,5,5
2016-02-03T21:49:00,3,,92,SCT:04 1,1.25,5,5
2016-02-03T21:51:00,4,0.00,95,SCT:04 1,1.50,5,5
2016-02-03T21:56:00,4,,87,VV:09 1,1.00V,7,6
2016-02-03T22:02:00,4,,87,SCT:04 1,2.00,7,6
2016-02-03T22:07:00,3,,91,FEW:02 1,6.00,5,5
