Month, Day, HourofDay, Weekend ,Load
10,25,08,0,5.811618151237116
10,25,09,0,7.3922333249651695
10,25,10,0,7.610122898027178
10,25,11,0,10.463904604056884
10,25,12,0,7.7733591664351005
10,25,13,0,3.2067892190105907
10,25,14,0,-2.5094858743398576
10,25,15,0,-0.5828203420467096
10,25,16,0,6.821463403723216
10,25,17,0,13.913814334537323
10,25,18,0,5.375148052236719
10,25,19,0,6.481091292743935
10,25,20,0,5.973968585718322
10,25,21,0,5.86088604670575
10,25,22,0,6.089988195718674
10,25,23,0,5.905852850389236
10,26,00,0,6.054024116337301
10,26,01,0,5.929329491525413
10,26,02,0,5.93763110894956
10,26,03,0,5.922530580878319
10,26,04,0,6.069805190436417
10,26,05,0,6.136942170047202
10,26,06,0,5.883600422691882
10,26,07,0,6.061118685380701
10,26,08,0,6.071742317107084
10,26,09,0,5.689555796054525
10,26,10,0,4.866366421228114
10,26,11,0,-1.3327767492346452
10,26,12,0,-4.1271429369269015
10,26,13,0,-7.007244454063224
10,26,14,0,12.634170752987183
10,26,15,0,13.680461697693952
10,26,16,0,14.328556162822926
10,26,17,0,14.643338920723322
10,26,18,0,15.306371797158294
10,26,19,0,10.819807844227995
10,26,20,0,5.51913746596287
10,26,21,0,5.36192546566585
10,26,22,0,5.3908796637955545
10,26,23,0,5.342457149610605
10,27,00,1,5.640794879065783
10,27,01,1,5.454953277731481
10,27,02,1,5.7193445161290954
10,27,03,1,5.701683312013372
10,27,04,1,5.65382842924649
10,27,05,1,5.6714615076494805
10,27,06,1,5.781320050041779
10,27,07,1,5.859835485126501
10,27,08,1,5.460165587989884
10,27,09,1,5.073781921045413
10,27,10,1,5.081211026140115
10,27,11,1,1.4683361350375015
10,27,12,1,-6.9185924058919275
10,27,13,1,-6.147827271464309
10,27,14,1,-3.1675639205335693
10,27,15,1,0.8560367629897244
10,27,16,1,4.404884287302026
10,27,17,1,11.391426190608653
10,27,18,1,11.168669641467309
10,27,19,1,6.545692054489711
10,27,20,1,4.147622588267958
10,27,21,1,4.134471609227302
10,27,22,1,4.1270076133518385
10,27,23,1,4.3756148636616325
10,28,00,1,4.402974606835267
10,28,01,1,4.416817197664726
10,28,02,1,4.438488001669912
10,28,03,1,4.454179051724093
10,28,04,1,4.539890675750911
10,28,05,1,4.654204873505816
10,28,06,1,4.478867703641911
10,28,07,1,4.689868532518152
10,28,08,1,4.651740211640181
10,28,09,1,3.958273832035636
10,28,10,1,3.7530039588546305
10,28,11,1,3.8975752028904442
10,28,12,1,3.671372087850999
10,28,13,1,3.721062453459241
10,28,14,1,-1.6025227578537762
10,28,15,1,-10.375554605116717
10,28,16,1,-5.31356136426794
10,28,17,1,-0.6519863323145475
10,28,18,1,3.0261296665740383
10,28,19,1,4.184597563211974
10,28,20,1,4.377412574367531
10,28,21,1,5.033435748819057
10,28,22,1,4.1646970364193
10,28,23,1,4.146715123645491
10,29,00,0,4.471832345095846
10,29,01,0,4.227997329071763
10,29,02,0,4.423639849958331
10,29,03,0,4.430272778549593
10,29,04,0,4.657638021122794
10,29,05,0,4.578690205612682
10,29,06,0,4.5025265518198845
10,29,07,0,4.479367107529981
10,29,08,0,4.391073514865175
10,29,09,0,4.710363278688531
10,29,10,0,6.547213842734144
10,29,11,0,9.7967092581275
10,29,12,0,9.788770458460549
10,29,13,0,13.687914604056667
10,29,14,0,9.950297652125895
10,29,15,0,8.817326118366186
10,29,16,0,7.886547418727425
10,03,01,0,5.485665040288985
10,03,02,0,2.7581120450124987
10,03,03,0,2.8304449277376498
10,03,04,0,2.8040553531701495
10,03,05,0,2.73230848846894
10,03,06,0,2.733862147818836
10,03,07,0,2.7149510422456626
10,03,08,0,2.3198346455379624
10,03,09,0,1.7640234991662105
10,03,10,0,-0.06482211725479514
10,03,11,0,1.3490767490969922
10,03,12,0,-1.1700652514587249
10,03,13,0,1.926307026951976
10,03,14,0,13.584421922756672
10,03,15,0,-0.22789889105058017
10,03,16,0,1.779742828563505
10,03,17,0,4.509981511530994
10,03,18,0,45.81245680099985
10,03,19,0,25.123439672131184
10,03,20,0,10.01191680466804
10,03,21,0,6.802114187274324
10,03,22,0,5.981005827078189
10,03,23,0,5.912114692970369
10,04,00,0,4.959151114508125
10,30,01,0,7.874482681300324
10,30,02,0,7.841630780772356
10,30,03,0,7.498180225062526
10,30,04,0,7.607082264517842
10,30,05,0,7.931235081967323
10,30,06,0,7.1068020700194205
10,30,07,0,7.676127902194949
10,30,08,0,8.179269533203673
10,30,09,0,8.209613375937748
10,30,10,0,9.429467546540714
10,30,11,0,9.668279811058767
10,30,12,0,9.863637471519839
10,30,13,0,13.237244231730749
10,30,14,0,11.279552150597215
10,30,15,0,6.246770158377409
10,30,16,0,-2.26464505418169
10,30,17,0,29.30871667407648
10,30,18,0,36.252502133926576
10,30,19,0,7.2357165851627245
10,30,20,0,6.2607792998055
10,30,21,0,7.671495520977886
10,30,22,0,8.180094445679215
10,30,23,0,7.491389602667416
10,31,00,0,6.236631539316493
10,31,01,0,6.661087210336204
10,31,02,0,6.617894676298925
10,31,03,0,6.898934973603659
10,31,04,0,6.592059833287057
10,31,05,0,6.623470464017764
10,31,06,0,6.769198130036138
10,31,07,0,6.700470655737696
10,31,08,0,6.873335257015889
10,31,09,0,7.851362859127581
10,31,10,0,11.067491222561886
10,31,11,0,13.163886779660963
10,31,12,0,41.45925108363344
10,31,13,0,12.72101770491795
10,31,14,0,12.479230858571718
10,31,15,0,7.702854759655421
10,31,16,0,10.253518013336983
10,31,17,0,8.946141697693728
10,31,18,0,9.036400922478395
10,31,19,0,23.721449761044642
10,31,20,0,24.41431844401189
10,31,21,0,16.418836874131927
10,31,22,0,5.038607368713577
10,31,23,0,4.961099305362614
11,01,00,0,4.952054890247399
10,04,01,0,5.781781580994796
10,04,02,0,4.930483937117476
10,04,03,0,4.943069927757585
10,04,04,0,4.905717460405662
10,04,05,0,4.985103154530306
10,04,06,0,4.908263068371268
10,04,07,0,4.820431556420211
10,04,08,0,5.211936988052173
10,04,09,0,27.492788210614332
10,04,10,0,10.106057813281385
10,04,11,0,10.537136360099963
10,04,12,0,10.490009919421754
10,04,13,0,9.95188810013908
10,04,14,0,8.189802290161134
10,04,15,0,4.424179938871878
10,04,16,0,3.415536421228076
10,04,17,0,4.448939560500658
10,04,18,0,2.988062156154556
10,04,19,0,4.716865340372327
10,04,20,0,5.236975526535126
10,04,21,0,3.365900994720764
10,04,22,0,4.686289543937793
10,04,23,0,4.391568292547379
10,05,00,0,4.521123711426179
10,05,01,0,4.527299385599124
10,05,02,0,4.534821134278639
10,05,03,0,4.0445940278163866
10,05,04,0,2.939650155815232
10,05,05,0,3.008954337315911
10,05,06,0,2.8467382151792626
10,05,07,0,2.9637637736373463
10,05,08,0,2.3476496828929143
10,05,09,0,2.349150705751677
10,05,10,0,3.9732603169307708
10,05,11,0,-2.6744760967472576
10,05,12,0,-4.664498929068123
10,05,13,0,-6.251092017787749
10,05,14,0,-10.82231743854746
10,05,15,0,-4.098948174492991
10,05,16,0,-7.627574484579163
10,05,17,0,-4.572083150875247
10,05,18,0,-0.7613652153375996
10,05,19,0,3.7176510447347164
10,05,20,0,4.8796859794387455
10,05,21,0,4.546943205342318
10,05,22,0,3.7245047805424205
10,05,23,0,3.3236935380767916
10,06,00,1,3.6216296579759484
10,06,01,1,3.5487946179588388
10,06,02,1,3.4763849610895368
10,06,03,1,3.3228540078255837
10,06,04,1,3.355229924979158
10,06,05,1,3.413349988885803
10,06,06,1,3.5675388310603973
10,06,07,1,4.168190345894258
10,06,08,1,6.5154831359466865
10,06,09,1,5.343425364091036
10,06,10,1,4.723492000555734
10,06,11,1,8.425460786830486
10,06,12,1,1.737984501300956
10,06,13,1,-3.997312526403543
10,06,14,1,-6.445198144416574
10,06,15,1,-3.459471471161874
10,06,16,1,0.8339834986072227
10,06,17,1,1.7209648301781604
10,06,18,1,4.968295182174898
10,06,19,1,5.040919626532839
10,06,20,1,6.368708789084706
10,06,21,1,7.226801431818157
10,06,22,1,6.018096975377749
10,06,23,1,6.238017842639508
10,07,00,1,6.9160324781011875
10,07,01,1,4.7963203223117095
10,07,02,1,2.7492640865524627
10,07,03,1,2.762115667779613
10,07,04,1,2.7798708162100767
10,07,05,1,2.7673982070135588
10,07,06,1,2.732012942340291
10,07,07,1,2.6570065135287995
10,07,08,1,2.4734456236080136
10,07,09,1,3.6345342478369314
10,07,10,1,1.5139635171637729
10,07,11,1,1.3958654603794731
10,07,12,1,6.023479603334167
10,07,13,1,1.5068424717833164
10,07,14,1,2.5867493092840816
10,07,15,1,11.135181462803066
10,07,16,1,1.3717835370936498
10,07,17,1,2.260819982910844
10,07,18,1,3.118188946344209
10,07,19,1,3.628666245426447
10,07,20,1,4.413792199495661
10,07,21,1,3.5400776015802147
10,07,22,1,4.466334981756883
10,07,23,1,4.476046097152452
10,08,00,0,3.1618327808832105
10,08,01,0,3.4549036111110802
10,08,02,0,3.4227801018099373
10,08,03,0,3.462011724828416
10,08,04,0,3.4926483356682394
10,08,05,0,3.4814186157718043
10,08,06,0,3.6892912378031566
10,08,07,0,3.560849658263294
10,08,08,0,3.903990722824548
10,08,09,0,6.292820489024658
10,08,10,0,2.129991320544918
10,08,11,0,-1.5074780300083337
10,08,12,0,-0.05161932203388831
10,08,13,0,-1.0283856237843945
10,08,14,0,-5.758919177356408
10,08,15,0,-8.247453412058997
10,08,16,0,-6.744767204002311
10,08,17,0,-3.7736355070853067
10,08,18,0,-0.08714704280156821
10,08,19,0,4.661641000277776
10,08,20,0,6.946105481357735
10,08,21,0,6.49115867593889
10,08,22,0,6.805044361968364
10,08,23,0,6.967790091794268
10,09,00,0,7.724875859961135
10,09,01,0,7.5697045090404576
10,09,02,0,6.467186807563974
10,09,03,0,4.824320281102121
10,09,04,0,3.5178391108640987
10,09,05,0,3.582879791028093
10,09,06,0,3.6816906281267756
10,09,07,0,3.580877852181236
10,09,08,0,3.0897677579972345
10,09,09,0,4.474475320100611
10,09,10,0,8.141834206724154
10,09,11,0,16.79845663517644
10,09,12,0,17.365035140551257
10,09,13,0,13.843315018070472
10,09,14,0,8.695516502641157
10,09,15,0,8.006724135630858
10,09,16,0,9.665977457626981
10,09,17,0,34.18440204223394
10,09,18,0,37.28840670191993
10,09,19,0,6.742280119477568
10,09,20,0,8.712544490135988
10,09,21,0,8.253815993331356
10,09,22,0,7.748647118644081
10,09,23,0,7.935126982495039
10,10,00,0,7.873455776604675
11,01,01,0,5.009975070852992
11,01,02,0,4.942005873853738
11,01,03,0,4.963874276187915
11,01,04,0,5.1271429758266915
11,01,05,0,5.054242586829723
11,01,06,0,4.98864619060854
11,01,07,0,5.040913289802785
11,01,08,0,5.073137343706579
11,01,09,0,6.497634981939435
11,01,10,0,9.036788638510684
11,01,11,0,9.269703173103672
11,01,12,0,9.924150119477652
11,01,13,0,8.544252295082089
11,01,14,0,8.32586259794382
11,01,15,0,7.12342826896358
11,01,16,0,4.335598232842472
11,01,17,0,10.696292772992418
11,01,18,0,17.040938415786766
11,01,19,0,11.274579836065554
11,01,20,0,7.632013342595185
11,01,21,0,7.203960794665199
11,01,22,0,8.113372139483166
11,01,23,0,7.990763148096668
11,02,00,0,6.389886954709737
11,16,16,0,16.644398711773764
11,16,17,0,23.26500786214647
11,16,18,0,19.29297399666458
11,16,19,0,12.15048439010813
11,16,20,0,5.417737182550829
11,16,21,0,5.409471454393822
11,16,22,0,5.221531528202338
11,16,23,0,5.398839577660505
11,17,00,1,5.393054415115229
11,17,01,1,5.462096426785333
11,17,02,1,5.359330063960032
11,17,03,1,5.356913450958615
11,17,04,1,5.533299816615608
11,17,05,1,5.574938446790822
11,17,06,1,5.5108053237011205
11,17,07,1,5.406257426347933
11,17,08,1,5.283561858849806
11,17,09,1,4.906819333148062
11,17,10,1,32.58398576549065
11,17,11,1,16.044171314253745
11,17,12,1,2.7924828396776893
11,17,13,1,-0.059846402695881644
11,17,14,1,-7.498392517600552
11,17,15,1,-7.403608754974392
11,17,16,1,-3.7051000923852255
11,17,17,1,2.724820281337026
11,17,18,1,6.527644058340449
11,18,15,1,-7.287223118093902
11,18,16,1,3.646292864684576
11,18,17,1,10.953126190608474
11,18,18,1,15.917662520144363
11,18,19,1,15.080533303695747
11,18,20,1,15.53592879133082
11,18,21,1,5.425133962211795
11,18,22,1,5.664984851347533
11,18,23,1,5.677081894970768
11,19,00,0,5.708913500972441
11,19,01,0,5.861525365379321
11,19,02,0,5.8116355904417185
11,19,03,0,5.6658292108918715
11,19,04,0,5.993830894692808
11,19,05,0,5.711006073909317
11,19,06,0,6.10537761534168
11,19,07,0,5.722918052236545
11,19,08,0,5.7397726035009375
11,19,09,0,3.2859435815504097
11,19,10,0,-2.9323529202557213
11,19,11,0,-4.578272561822852
11,19,12,0,-4.279196712975846
11,19,13,0,-4.3568710564359545
11,19,14,0,-1.7434001861627844
11,19,15,0,-2.263929958321752
11,19,16,0,-2.729385384829133
11,19,17,0,12.139742850791944
11,19,18,0,10.425737904973685
11,19,19,0,8.108554373437153
11,19,20,0,7.735791580994764
11,19,21,0,6.5825396360100275
11,19,22,0,5.581379144206672
11,19,23,0,5.6083491386495785
11,20,00,0,5.590308566268254
11,02,01,0,5.824591670836934
11,02,02,0,5.897971106785294
11,02,03,0,6.220533200889201
11,02,04,0,5.887113742706283
11,02,05,0,5.9156920255627625
11,02,06,0,5.996757628579421
11,02,07,0,5.724986250694783
11,02,08,0,5.849749221789872
11,02,09,0,5.376315804390057
11,02,10,0,4.430839247013036
11,02,11,0,5.68530720878515
11,02,12,0,1.4045705946096207
11,02,13,0,2.2928022200611693
11,02,14,0,37.605804151153485
11,02,15,0,25.81677747985502
11,20,01,0,5.635569433175748
11,20,02,0,5.701490327868834
11,20,03,0,5.53041510141705
11,20,04,0,5.759018016115571
11,20,05,0,5.666743581550332
11,20,06,0,5.770108196721402
11,20,07,0,5.791722295081988
11,20,08,0,5.727324215059712
11,20,09,0,4.6804460600167
11,20,10,0,-1.3083038038343853
11,20,11,0,-3.7117371547651623
11,20,12,0,-3.115766729647111
11,20,13,0,-4.6697567815453205
11,20,14,0,-4.573844681856067
11,20,15,0,-3.881139510975319
11,20,16,0,3.8565408780217028
11,20,17,0,13.701001803278409
11,20,18,0,20.90571577660464
11,20,19,0,22.210717188107985
11,20,20,0,14.843078577382538
11,20,21,0,6.10557648513466
11,20,22,0,5.11647603778814
11,20,23,0,5.07143172825784
11,21,00,0,5.062909755487614
11,21,01,0,5.211208524590131
11,21,02,0,5.224788327313021
11,21,03,0,5.164585518199472
11,21,04,0,5.157794617949529
11,21,05,0,5.169446310086022
11,21,06,0,5.211390436232285
11,21,07,0,5.237027163101007
11,21,08,0,4.8054967101972705
11,21,09,0,3.6651872603501117
11,21,10,0,-1.6592491414281931
11,21,11,0,-3.9777933342594607
11,21,12,0,-5.9764735954432355
11,21,13,0,-6.8206964728791615
11,21,14,0,-3.676207560433432
11,21,15,0,-1.0301314281744707
11,21,16,0,4.925047504862519
11,21,17,0,8.490806101694803
11,21,18,0,9.809615679355426
11,21,19,0,9.95796020005559
11,21,20,0,8.389820397332631
11,21,21,0,4.89432329535985
11,21,22,0,4.773457874409571
11,21,23,0,4.779743239788872
11,22,00,0,4.748585973881609
11,22,01,0,4.686318338427389
11,22,02,0,4.696115618227295
11,22,03,0,4.691927774381827
11,22,04,0,4.674901942206195
